state,2016,2017,2018,2019,2020
Idaho,91.7,92.7,93.52,94.4,95.18
Idaho,97.57,97.34,97.92,96.16,96.16
Idaho,95.5,95.71,96.76,97.15,96.61
Idaho,95.29,95.03,92.23,96.69,96.6
Idaho,93.41,93.83,94.5,93.12,93.67
Idaho,96.44,95.35,95.29,96.36,96
Idaho,92.46,92.7,93.03,92.91,93.47
Idaho,96.17,97.56,98.62,98.48,99.51
Idaho,94.78,94.15,93.62,94.35,93.58
Idaho,90.97,94.03,95.51,97.04,96.94
Idaho,95.69,94.5,95.57,94.6,93.6
Idaho,93.56,94.63,95.13,94.68,95.42
Idaho,95.21,95.4,95.41,95.5,96.56
Idaho,94.89,95.36,95.98,96.42,95.35
Idaho,92.87,93.87,94.83,95.88,96
Idaho,92.28,92.76,95.01,95.79,94.67
Idaho,94.15,95.57,96.51,95.51,96.13
Idaho,93.7,94.07,94.16,94.05,94.91
Idaho,95.02,96.86,96.93,96.35,96.48
Idaho,90.56,90.85,93.36,93.3,92.59
Idaho,95.18,96.07,96.53,96.33,95.5
Idaho,94.14,95.76,95.35,96.23,96.56
Idaho,93.01,94.63,94.92,98.85,99.32
Idaho,91.21,93.76,95.5,96.49,97.29
Idaho,91.79,93.9,94.48,94.55,95.35
Idaho,93.36,89.8,96.09,93.18,94.38
Idaho,89.47,91.08,91.36,91.86,91.44
Idaho,94.12,93.76,94.04,94.41,94.79
Idaho,95.58,95.72,96.55,96.71,96.94
Idaho,95.05,95.71,95.66,98.29,99.25
Idaho,90.62,90.71,94.59,95.84,94.13
Illinois,93.65,94.51,95.25,95.6,95.91
Illinois,88.21,91.77,93,92.89,92.3
Illinois,94.08,94.9,96.13,96.92,97.44
Illinois,91.61,91.95,93.17,93.82,92.49
Illinois,94.9,95.31,95.66,96.27,96.89
Illinois,93.09,94.26,94.68,95.01,95.02
Illinois,94.3,96.31,94.9,96.94,95.57
Illinois,93.88,94.17,93.39,94.36,94.22
Illinois,91.23,93.09,93.67,93.52,93.6
Illinois,94.61,94.78,95.21,95.21,95.23
Illinois,94.99,95.37,96.58,96.73,96.57
Illinois,91.13,93.53,93.66,94.46,96.04
Illinois,94.08,95,94.49,94.99,94.38
Illinois,95.23,96.12,96.64,97.42,96.89
Illinois,92.62,92.74,94.27,94.35,93.18
Illinois,90.34,91.29,92.23,93.01,92.96
Illinois,93.26,93.76,94.6,94.67,95.99
Illinois,93.78,94.97,96.63,97,97.71
Illinois,90.64,91.37,92.55,93.67,93.43
Illinois,92.84,93.38,94.51,95.22,95.16
Illinois,94.69,94.64,95.69,96.09,96.78
Illinois,93.93,94.82,95.46,95.93,95.6
Illinois,90.61,92.56,93.97,94.82,95.47
Illinois,92.82,93.89,93.95,94.7,92.3
Illinois,95.11,95.58,96.07,97.24,97.37
Illinois,92.01,92.56,93.02,94.35,95.6
Illinois,92.45,93.39,94.67,95.49,95.57
Illinois,89.26,91.09,91.52,92.51,92.81
Illinois,92.2,92.35,93.29,93.62,93.17
Illinois,90.92,92.22,95.49,95.29,91.29
Illinois,92.08,93.26,96.03,97.45,97.09
Illinois,92.55,94.15,94.93,95.84,95.6
Illinois,95.74,96.03,96.83,97,96.47
Illinois,93.21,93.44,93.81,94.38,94.41
Illinois,81.94,77.79,84.09,86.41,93.68
Illinois,92.49,93.99,94.36,94.52,93.84
Illinois,94.73,94.91,94.85,95.45,95.78
Illinois,93.28,93.47,94.41,95.04,94.33
Illinois,90.98,91.56,90.56,91.41,91.12
Illinois,95.96,95.56,95.94,95.02,95.62
Illinois,90.6,91.48,92.64,92.83,93.8
Illinois,92.15,93.74,95.95,96.89,95.71
Illinois,95.11,95.67,95.53,96.22,97.64
Illinois,91.15,92.47,94.29,95.71,96.3
Illinois,93.11,93.8,94.49,95.18,94.98
Illinois,91.58,92.52,93.99,94.81,94.55
Illinois,94.68,95.03,95.14,95.57,95.92
Illinois,93.18,93.65,94.33,94.85,94.77
Illinois,93.04,93.74,94.45,94.79,94.65
Illinois,90.42,91.67,93.22,94.19,94.01
Illinois,94.39,94.6,93.68,94.02,95.43
Illinois,93.59,94.1,95.6,96.5,96.66
Illinois,93.89,94.45,94.6,94.93,95.06
Illinois,92.89,94.43,94.36,94.39,94.29
Illinois,90.68,91.41,92.36,92.59,90.86
Illinois,93.46,94.62,95.58,95.85,95.27
Illinois,95.34,96.1,96.48,96.81,96.68
Illinois,89.89,90.83,91.83,92.38,92.28
Illinois,90.63,91.79,92.93,93.39,94.45
Illinois,91.81,92.62,93.16,93.95,94.55
Illinois,90.93,91.32,90.54,90.48,91.24
Illinois,94.08,93.78,93.95,94.46,95.6
Illinois,89.89,92,92.14,93.4,93.94
Illinois,92.19,92.13,94.42,95.61,94.41
Illinois,94.3,95.4,95.07,95.11,95.13
Illinois,93.86,93.48,94.51,95.6,95.93
Illinois,95.39,95.57,96.89,97.14,97.59
Illinois,94.32,94.19,95.14,95.43,95.53
Illinois,92.76,93.91,94.05,94.45,94.48
Illinois,96.04,97.04,96.79,97.03,96.87
Illinois,93.46,93.45,94.08,94.18,93.83
Illinois,91.78,91.7,92.09,92.54,92.45
Illinois,93.37,93.28,93.19,93.87,94.28
Illinois,93.71,95.5,95.84,95.26,96.27
Illinois,93.43,93.31,94.61,94.01,94.53
Illinois,91.48,90.91,84.41,84.3,93.2
Illinois,88.1,89.55,90.66,90.91,93.47
Illinois,94.24,94.76,96.39,97.42,97.3
Illinois,94.76,95.59,94.95,95.18,95.6
Illinois,94.36,93.65,94.17,94.4,95.28
Illinois,92.26,92.87,93.5,94.27,94.24
Illinois,91.7,92.17,92.86,93.25,94.56
Illinois,87.59,88.68,90.18,92.39,92.08
Illinois,92.46,93.15,93.71,94.18,95.04
Illinois,93.8,93.11,94.5,92.52,92.83
Illinois,90.32,91.19,93.27,94.13,96.4
Illinois,94.63,95.58,95.38,95.58,96.03
Illinois,93.15,95.24,96.54,97.06,96.82
Illinois,91.48,91.96,92.86,92.99,93.24
Illinois,94.92,94.93,95.72,95.57,95.81
Illinois,93.69,94.66,93.35,93.55,94.77
Illinois,90.25,91.73,92.55,93.46,94.16
Illinois,91.4,92.39,94.13,96.56,95.61
Illinois,91.87,93.42,93.34,92.27,91.52
Illinois,94.6,95.58,95.75,95.3,94.76
Illinois,94.76,95.24,96.5,97.1,96.27
Illinois,91.5,91.83,92.12,93.41,93.97
Illinois,93.24,93.96,94.72,95.51,96.27
Illinois,93.23,93.98,94.84,95.31,95.1
Illinois,92.41,93.13,94.12,94.31,94.75
Illinois,89.45,89.98,90.89,91.85,92.22
Illinois,94.72,95.29,95.9,96.28,96.37
Indiana,94.54,94.82,96.37,96.42,96.98
Indiana,92.95,93.69,94.42,95.1,94.95
Indiana,94.8,95.03,95.17,95.78,95.6
Indiana,95.4,95.8,95.77,96.78,96.66
Indiana,91.67,93.19,93.61,94.16,93.92
Indiana,96.71,96.73,97.5,98.08,96.62
Indiana,94.38,94.11,95.27,95.48,95.79
Indiana,93.08,94.82,95.83,96.9,97.38
Indiana,92.42,93.56,93.95,95.39,95.56
Indiana,93.79,94.27,94.85,95.12,95.86
Indiana,93.55,95.07,94.68,95.86,95.38
Indiana,93.98,94.75,95.18,96.13,96.44
Indiana,93.72,95.69,96.14,96.3,97.06
Indiana,94.55,94.59,95.88,96.36,96.5
Indiana,92.9,94.2,95.12,96.28,96.57
Indiana,94.74,95.21,95.65,96.18,96.03
Indiana,93.78,95.35,95.44,96.45,96.33
Indiana,90.65,92.08,93.29,93.41,93.64
Indiana,97.11,97.13,98.44,98.03,97.78
Indiana,93.55,94.38,95.26,95.5,95.62
Indiana,90.84,92.46,94.97,94.96,95.63
Indiana,93.58,94.86,95.49,96.16,95.92
Indiana,92.02,93.7,94.24,95.66,94.56
Indiana,94.03,94.71,96.06,97.46,97.62
Indiana,94.03,96.16,95.44,95.75,93.1
Indiana,96.14,96.45,96.84,97.06,96.99
Indiana,91.91,92.41,92.65,92.82,92.71
Indiana,93.8,93.79,94.37,95.22,94.55
Indiana,96.49,96.7,97.08,97.25,97.18
Indiana,95.11,95.95,97.24,97.53,97.27
Indiana,93.35,93.43,93.81,94.82,95.01
Indiana,95,95.48,96.07,96.4,96.43
Indiana,91.55,92.98,93.93,94.47,95.77
Indiana,92.39,93.53,94.13,94.87,94.65
Indiana,94.84,96.07,96.6,97.22,97.55
Indiana,94.43,93.84,95.42,95.66,96.66
Indiana,93.62,94.79,95.71,96.07,95.27
Indiana,92.44,93.91,94.62,96.24,96.71
Indiana,92.64,93.06,94,95.78,96.62
Indiana,93.31,94,95.91,96.94,96.77
Indiana,94.55,95.42,95.78,96.65,96.35
Indiana,94.73,94.55,94.94,95.9,96.39
Indiana,94.72,95.4,96.02,96.33,96.39
Indiana,95.93,97.07,97.54,97.96,96.56
Indiana,90.42,91.47,92.03,93.05,92.96
Indiana,91.21,92.04,92.23,93.87,94.54
Indiana,94.37,94.82,95.12,95.62,95.8
Indiana,92.17,93.17,93.87,94.36,94.61
Indiana,90.99,91.99,92.95,93.7,94.29
Indiana,92.34,93.24,94.33,95.09,96.63
Indiana,94.63,95.77,96.91,97.45,98.42
Indiana,91.08,92.21,93.36,95.06,95.13
Indiana,93.38,93.72,93.6,94.57,93.58
Indiana,94.56,95.65,95.87,96.19,96.08
Indiana,93.63,94.3,94.14,94.88,94.8
Indiana,92.78,92.93,93.43,92.14,92.72
Indiana,93.02,94.3,95.38,96.05,96.03
Indiana,94.09,96.66,97.66,98.32,98.12
Indiana,94.52,95.41,95.56,96.33,97.19
Indiana,93.19,93.7,94.46,94.58,95.05
Indiana,92.99,93.72,94.43,94,95.45
Indiana,95.88,96.13,97.24,96.95,96.58
Indiana,96.1,96.23,95.78,96.3,96.9
Indiana,93.71,94.26,95.33,95.63,95.46
Indiana,95.42,96.55,95.77,95.88,96.44
Indiana,92.95,93.09,94.25,93.61,94.16
Indiana,93.54,94.91,95.82,96.88,97.71
Indiana,93.61,94.36,94.96,95.01,95.23
Indiana,93.43,94.27,94.46,94.79,95.6
Indiana,94.34,95.26,94.96,95.38,94.61
Indiana,92.45,93.57,94.67,95.46,95.1
Indiana,93.25,94.39,94.61,94.98,95.55
Indiana,92.28,95.05,95.82,96.44,96.45
Indiana,94.25,94.34,95.92,97.05,96.02
Indiana,90.53,92.45,92.96,95.04,94.37
Indiana,94.06,95.1,96.21,96.77,94.24
Indiana,94.35,94.12,93.81,95.13,95.75
Indiana,93.11,93.37,94.28,93.91,94.54
Indiana,93.83,94.8,95.2,95.91,96.04
Indiana,94.75,96.18,96.78,96.77,96.55
Indiana,94.6,96.08,97.28,98.55,97.12
Indiana,94.27,94.85,95.06,95.38,94.97
Indiana,93.76,94.92,94.94,93.34,91.98
Indiana,91.87,92.13,92.11,93.01,94.12
Indiana,94.11,94.47,95.67,95.44,95.67
Indiana,95,95.27,96.15,96.01,96.83
Indiana,95.48,96.57,96.72,96.68,96.5
Indiana,91.34,92.95,93.86,94.45,95.84
Indiana,92.7,93.47,94.15,94.81,95.55
Indiana,96.2,97,97.63,97.16,97.37
Indiana,94.58,95.62,95.75,96.04,95.53
Indiana,95.29,96.35,97.09,96.39,95.57
Iowa,97.17,97,96.55,95.79,94.08
Iowa,96.88,95.79,97.18,96.1,96.43
Iowa,95.3,96.67,97.49,97.05,97.19
Iowa,93.44,93.67,94.62,93.5,93.38
Iowa,97.24,97.3,97.52,98.24,98.69
Iowa,96.18,96.45,97.13,97.01,97.72
Iowa,93.73,94.71,95.52,95.62,94.66
Iowa,95.71,95.62,96.19,97.23,97.76
Iowa,96.78,96.37,96.8,97.71,96.87
Iowa,96.2,96.77,97.03,97.78,97.09
Iowa,95.5,95.12,94.69,94.92,94.11
Iowa,96.84,96.81,96.68,97.13,96.2
Iowa,97.25,97.65,97.83,97.69,97.56
Iowa,97.38,97.47,97.95,97.96,98.12
Iowa,96.73,97.51,97.6,97.58,98.13
Iowa,96.67,96.99,97.26,96.91,97.2
Iowa,95.88,95.92,95.94,96.03,96.75
Iowa,96.84,96.66,97.68,96.78,97.58
Iowa,96.84,97.45,98.09,98.33,97.81
Iowa,95.4,95.64,96.79,96.97,97.94
Iowa,96.74,96.61,96.42,95.8,95.39
Iowa,96.03,96.98,97.89,97.57,97.8
Iowa,95.44,95.78,95.56,95.45,95.63
Iowa,94.27,93.78,93.03,93.34,94.83
Iowa,97.83,97.64,97.61,97.27,96.8
Iowa,95.94,96.48,97.17,96.98,97.01
Iowa,94.21,94.97,95.58,95.25,95.98
Iowa,96.62,97.46,97.66,98.02,98.26
Iowa,94.32,94.41,94.74,94.8,95.76
Iowa,96.59,97.04,97.2,98.05,98.11
Iowa,96.05,96.14,95.93,96.13,95.93
Iowa,94.71,96.07,96.68,96.43,97
Iowa,95.65,96.47,96.57,96.93,97.7
Iowa,96.53,97.28,97.48,97.76,97.4
Iowa,94.62,95.39,96.09,96.54,95.51
Iowa,96.14,96.86,96.34,96.39,96.16
Iowa,94.15,93.84,94.71,95.46,95.71
Iowa,96.23,97.15,97.87,97.78,97.6
Iowa,96.7,96.47,96.63,97,96.2
Iowa,97.02,97.66,96.97,97.3,96.94
Iowa,98.22,98.35,98.07,97.8,97.94
Iowa,96.57,97.52,98.19,98.23,97.32
Iowa,97.17,98.28,98.47,98.46,97.51
Iowa,95.12,94.54,94.79,94.51,95.21
Iowa,96.34,97.1,97.49,97.59,97.61
Iowa,96.13,96.69,96.29,95.94,96.28
Iowa,96.35,96.82,95.83,97.43,97.74
Iowa,98.19,97.91,97.25,97.07,96.62
Iowa,95.15,95.34,95.65,96.33,94.66
Iowa,95.07,95.44,95.15,96.23,96.49
Iowa,93.41,93.34,93.33,93.37,92.68
Iowa,96.79,96.73,96.65,96.53,96.28
Iowa,95.55,95.79,96.15,96.82,95.6
Iowa,94.47,94.74,95.07,95.27,96.17
Iowa,98.17,97.93,96.92,96.95,96.31
Iowa,92.15,92.4,92.83,93.05,94.83
Iowa,95.77,96.21,96.51,96.32,96.08
Iowa,95.68,95.95,94.92,95.22,95.95
Iowa,94.9,95.79,95.15,96.59,96.67
Iowa,98.09,97.64,97.96,98.06,97.86
Iowa,95.24,94.76,96.05,97.24,97.05
Iowa,93.7,94.4,94.72,96.12,96.82
Iowa,96.14,96.41,97.02,97.79,97.48
Iowa,94.13,94.74,94.93,94.97,94.79
Iowa,96.15,96.84,96.24,95.99,96.01
Iowa,96.38,96.41,96.9,97.75,98.52
Iowa,95.93,96.79,96.93,96.99,97.64
Iowa,94.15,94.43,94.09,96.07,95.07
Iowa,91.56,93.27,93.25,95.94,96.65
Iowa,95.53,96.51,97.58,97,96.67
Iowa,97.31,97.7,97.76,98.11,98.21
Iowa,97.25,98.34,97.5,97.1,96.98
Iowa,95.68,96.1,95.73,95.36,94.86
Iowa,97.96,98.71,98.9,98.56,98.19
Iowa,96.45,97.12,97.75,98.23,97.92
Iowa,95.25,96.47,96.83,96.74,95.96
Iowa,94.82,95.27,95.72,95.77,95.43
Iowa,95.11,95.27,95.71,96.24,95.77
Iowa,95.7,95.39,95.37,96.02,94.99
Iowa,94.73,95.01,95.63,95.37,96.96
Iowa,96.13,96.01,97.01,97.44,97.22
Iowa,95.11,95.82,95.79,96.15,96.02
Iowa,96.65,96.32,96.81,97.85,96.54
Iowa,98.24,97.84,97.37,97.31,97.81
Iowa,94.8,95.56,95.7,95.51,94.31
Iowa,94.27,96.19,96.19,96.6,96.02
Iowa,96.72,97.15,96.33,96.38,97.28
Iowa,95.89,95.68,94.83,95.6,95.24
Iowa,96.34,95.18,95.29,94.78,95.29
Iowa,93.01,93.67,93.56,94.14,94.9
Iowa,94.77,96.17,96.7,97.02,96.69
Iowa,95.76,96.37,95.84,96.86,97.18
Iowa,96.98,97.39,97.68,98.31,98.64
Iowa,93.41,94.33,95.54,95.94,96.86
Iowa,93.41,93.01,95.41,96.61,96.91
Iowa,97.52,98.03,98.06,98.03,97.92
Iowa,95,95.22,95.28,95.68,95.34
Iowa,93.74,93.84,95.25,95.44,96.63
Iowa,93.76,94.17,94.58,96.78,97.23
Kansas,94.69,96.36,95.44,95.45,95.77
Kansas,96.33,95.84,97.08,96.56,95.21
Kansas,93.28,93.68,95.36,97.21,96.16
Kansas,96.76,97.47,98.28,97.48,97.45
Kansas,94.46,95.84,96.14,96.14,96.58
Kansas,97.45,97.82,97.52,97.65,96.51
Kansas,96.09,96.59,96.4,96.62,95.35
Kansas,94.69,95.47,95.76,96.24,95.82
Kansas,95.9,95.22,95.55,95.53,96.83
Kansas,93.78,93.83,92.61,93.23,93.6
Kansas,93.45,94.63,95.32,95.66,97.7
Kansas,98.3,98.35,97.03,98.14,97.81
Kansas,98.05,98.47,98.84,98.5,98.48
Kansas,96.9,96.68,97.45,97.32,97.43
Kansas,94.15,94.96,95.34,95.86,96.83
Kansas,95.23,96.25,95.64,95.86,95.28
Kansas,95.34,98.19,97.66,96.96,96.95
Kansas,93.82,94.84,95.12,95.25,94.94
Kansas,94.18,94.62,95.48,94.87,94.84
Kansas,97.19,97.17,97.74,98.37,96.13
Kansas,94.4,94.62,94.25,95.85,97.12
Kansas,94.92,95.53,96.22,97.44,98.75
Kansas,94.73,95.34,95.55,95.81,95.67
Kansas,98.41,97.11,97.77,97.66,98.13
Kansas,94.18,93.08,93.68,94.34,94.05
Kansas,96.61,97.21,97.58,97.17,96.61
Kansas,96.61,96.98,96.4,96.51,98.25
Kansas,95.19,95.29,95.26,96.03,95.82
Kansas,92.83,93.69,94.09,94.2,95.32
Kansas,93.96,94.65,95.53,96.26,96.93
Kansas,90.78,92.04,93.44,95.48,96.12
Kansas,98.15,98.78,98.17,98.4,97.11
Kansas,98.36,98.29,96.47,98.24,95.93
Kansas,94.95,95.36,94.68,93.32,93.92
Kansas,97,97.17,97.12,97.41,97.68
Kansas,98.82,98.94,99.12,100,100
Kansas,95.93,96.08,96.86,97.66,97.73
Kansas,98.17,98.09,97.87,99.27,100
Kansas,95.6,96.34,96.94,94.24,95.13
Kansas,96.3,97.11,97.01,96.69,96.53
Kansas,96.1,96.39,97.44,96.82,97.49
Kansas,98.62,97.16,96.93,96.49,96.64
Kansas,94.84,94.41,94.21,94.81,95.83
Kansas,92.95,94.22,94.5,96.38,96.51
Kansas,97.81,97.78,97.38,97.83,98.64
Kansas,95.9,96.49,96.89,97.14,96.85
Kansas,97.67,96.06,96.47,97.82,98.42
Kansas,94.45,95.27,94.73,95.28,96.12
Kansas,96.15,96.95,97.43,96.96,97.19
Kansas,94.66,95.26,96.03,96.69,97.11
Kansas,96.42,96.51,97.68,97.41,97.55
Kansas,94.98,95.78,96.05,95.86,94.31
Kansas,93.42,94.02,95.19,96.64,98.25
Kansas,93.44,94.22,94.1,95.9,95.1
Kansas,96.39,97.02,98.2,98.34,99.36
Kansas,93.43,94.17,94.33,94.56,95.98
Kansas,97.64,97.54,97.66,98.06,98.66
Kansas,95.29,96.07,95.6,96.46,95.97
Kansas,96.65,95.87,95.81,96.75,97.44
Kansas,97.6,97.16,97.16,98.73,97.74
Kansas,95.74,95.65,96.83,97.22,98.18
Kansas,97.18,96.18,96.94,96.43,97.16
Kansas,92.6,94.17,94.51,94.97,94.81
Kansas,97.26,97.65,96.84,97.6,97.28
Kansas,92.07,91.33,96.45,97.46,98.57
Kansas,98.21,98.2,98.07,98.75,98.04
Kansas,96.56,97.06,96.25,95.29,96.45
Kansas,96.69,97.38,97.27,98.65,98.69
Kansas,98.29,97.49,98.83,98.78,96.84
Kansas,92.14,93.04,94.69,95,95.87
Kansas,96.24,97.23,97.47,98.37,98.04
Kansas,95.76,96.71,97.36,97.63,97.65
Kansas,98.79,98.83,97.81,97.57,98.21
Kansas,97,98.23,97.53,97.18,97.55
Kansas,95.67,96.1,95.98,97.07,97.78
Kansas,94.71,95.87,96.17,96.52,96.66
Kansas,97.6,98.49,98.47,98.35,99.19
Kansas,94.83,95.02,95.5,95.52,95.65
Kansas,96.41,97.39,97.53,98.35,98.98
Kansas,94.63,93.52,94.74,95.76,95.45
Kansas,94.26,94.43,94.49,94.16,94.96
Kansas,95.93,96.56,96.02,96.93,97.82
Kansas,94.76,95.13,96.63,95.86,96.41
Kansas,93.55,95.17,93.74,93.44,95.62
Kansas,95.5,95.78,96.19,96.72,96.03
Kansas,95.17,94.58,96.17,98.89,99.16
Kansas,94.02,94.42,94.78,94.9,94.81
Kansas,91.54,92.71,94.75,95.04,96.4
Kansas,94.04,94.6,95.48,95.9,95.88
Kansas,98.6,97.91,97.75,97.47,97.64
Kansas,96.33,95.88,95.78,96.45,94.62
Kansas,96.44,97.01,97.25,97.32,97.31
Kansas,96.48,96.35,95.73,95.73,95.6
Kansas,98.94,97.94,98.47,98.5,97.82
Kansas,96.3,95.5,95.5,94.36,93.24
Kansas,94.04,94.92,96.26,96.33,94.86
Kansas,98.06,98.08,98.14,97.78,98.73
Kansas,98.6,99.2,98.37,98.65,97.89
Kansas,95.34,95.75,96.87,97.41,97.98
Kansas,93.38,94.63,97.5,99.36,99.58
Kansas,97.09,97.76,97.11,98.25,98.33
Kansas,97.42,97.68,97.57,97.14,96.05
Kansas,94.32,94.9,94.89,95.07,95.53
Kansas,94.29,94.46,91.44,90.6,91.64
Kansas,90.67,91.68,92.55,93.4,93.7
Kentucky,94.2,93.81,93.81,94.25,92.9
Kentucky,92.88,92.51,94.47,95.03,94.24
Kentucky,92.65,93.71,92.34,92.82,93.95
Kentucky,94.67,95.31,94.46,93.86,94.5
Kentucky,92.41,92.42,92.82,93.25,93.27
Kentucky,90.42,92.21,92.86,94.23,96.52
Kentucky,89.39,91.01,91.03,90.01,90.37
Kentucky,94.69,95.07,95.65,96.21,96.45
Kentucky,92.31,93.08,93.61,94.8,94.44
Kentucky,91.49,90.71,90.98,92.14,92.11
Kentucky,94.43,95.13,95.25,94.22,94.16
Kentucky,91.19,92.44,94.5,95.69,95.23
Kentucky,87.96,88.06,88.37,89.99,90.87
Kentucky,89.66,90.21,91.67,90.81,92.18
Kentucky,93.26,94.12,95.17,95.9,94.97
Kentucky,94.59,94.63,93.97,94.32,92.61
Kentucky,92.04,93.13,95.02,95.29,93.77
Kentucky,93.05,94.27,95.03,95.75,95.74
Kentucky,94.17,94.59,95.46,96.01,95.75
Kentucky,92.1,92.95,94.09,96.33,95.32
Kentucky,89.13,89.7,90.96,92.09,89.81
Kentucky,89.17,90.02,92.22,94.22,94.9
Kentucky,90.68,92.53,91.66,91.97,91.6
Kentucky,89.6,91.96,91.72,92.61,92.32
Kentucky,93.11,93.33,93.98,94.43,95
Kentucky,88.33,90.9,89.53,90.79,90.5
Kentucky,91.11,92.56,92.83,93.78,93.24
Kentucky,93.9,95.62,95.99,97.86,97.09
Kentucky,92.79,94.86,94.35,95.43,95.77
Kentucky,93.52,94,94.58,95.01,95.64
Kentucky,89.95,90.73,91.32,91.13,91.42
Kentucky,92.36,95.01,95.32,98.45,98.16
Kentucky,86.29,87.6,87.98,89,89.93
Kentucky,93.58,93.92,94.56,94.92,94.77
Kentucky,90.09,90.48,93.09,92.58,91.6
Kentucky,88.82,88.43,88.35,88.72,90.73
Kentucky,92.24,92.82,94.28,96.06,95.17
Kentucky,89.51,92.4,93.36,89.83,94.14
Kentucky,94.02,93.98,94.12,94.45,94.12
Kentucky,91.11,91.15,94.01,93.47,94.73
Kentucky,93.75,95.08,96.42,96.36,95.15
Kentucky,91.62,92.28,92.25,93.95,94.78
Kentucky,93.12,93.57,95.62,95.14,96.48
Kentucky,92.46,94.89,95.7,95.76,94.6
Kentucky,90.48,91.29,91.8,93.72,94.53
Kentucky,93.37,93.82,94.18,94.14,94.95
Kentucky,92.4,93.61,94.14,94.27,93.33
Kentucky,89.71,89.3,90.48,88.79,87.47
Kentucky,93.11,93.08,94.9,94.89,96.08
Kentucky,93.15,93.43,93.1,94.2,95.98
Kentucky,93.63,95.23,95.28,95.22,96.15
Kentucky,93.64,93.48,94.73,95.88,95.28
Kentucky,92.79,91.48,94.22,93.02,93.56
Kentucky,93.63,94.05,94.35,94.52,93.56
Kentucky,87.2,91.38,89.96,90.45,93.7
Kentucky,92.78,93.64,94.15,94.56,94.69
Kentucky,91.96,93.07,93.78,93.98,95.13
Kentucky,89.83,90.83,90.41,91.3,91.1
Kentucky,93.53,94.7,95.16,95.78,96.08
Kentucky,85.18,86.37,87.6,88.77,90.02
Kentucky,86.67,89.27,92.78,92.84,93.68
Kentucky,92.34,93.68,94.2,95.59,97.61
Kentucky,90.06,90.12,91.92,93.46,95.03
Kentucky,91.24,92.16,90.94,91.65,94.17
Kentucky,86.19,89.69,91.35,89.62,89.86
Kentucky,83.03,85.43,89.72,90.55,94.34
Kentucky,87.1,87.83,87.18,87.37,90.92
Kentucky,93.2,93.02,93.07,94.81,93.56
Kentucky,89.31,91.32,93.27,94.47,92.64
Kentucky,94.95,94.06,94.66,94.37,94.16
Kentucky,92.61,93.76,94.41,94.96,95.29
Kentucky,94.22,96.59,97.31,98.22,96.8
Kentucky,94.88,95.06,95.8,96.14,96.47
Kentucky,82.35,84.19,84.05,90.53,92.28
Kentucky,92.56,92.86,93,92.17,94.35
Kentucky,92.27,93.09,93.43,94.23,93.47
Kentucky,87.43,89.66,88.18,84.38,87.82
Kentucky,91.25,90.59,90.91,91.14,92.11
Kentucky,93.18,93.67,94.5,95.99,96.4
Kentucky,81.41,84.6,86.3,91.33,93.67
Kentucky,93.37,94.22,94.58,94.97,95.78
Kentucky,91.04,91.81,92.85,93.74,94.81
Kentucky,89.33,94.61,93.74,96.73,95.41
Kentucky,90.73,90.93,90.84,92.29,93.97
Kentucky,92.87,94.24,94.59,95.72,96.91
Kentucky,91.02,92.34,93.77,93.83,96.49
Kentucky,91.09,92.15,93.49,94.5,94.68
Kentucky,91.49,91.92,94.08,93.74,94.56
Kentucky,91.55,90.4,91.09,93.46,95.03
Kentucky,92.88,94.08,94.33,95.48,96.67
Kentucky,92.23,93.24,92.88,94.13,95.02
Kentucky,89.29,89.97,90.88,91.99,94.53
Kentucky,95.9,96.49,96.95,96.62,96.37
Kentucky,91.52,94.67,94.86,96.39,96.05
Kentucky,91.56,87.54,89.25,87.94,89
Kentucky,94.35,95.21,96.11,96.57,96.02
Kentucky,84.79,86.89,86.08,88.13,90.68
Kentucky,89.76,89.13,91.1,91.28,92.03
Kentucky,92.6,94.63,92.97,93.84,94.06
Kentucky,90.81,91.44,91.58,92.88,93.95
Kentucky,94.18,94.12,95.52,92.14,92.29
Kentucky,88.76,90.31,91.72,91.39,91.12
Kentucky,93.67,95.51,95.25,94.99,96.09
Kentucky,89.37,90.57,91.65,94.1,93.59
Kentucky,94.67,95.17,95.95,96.68,96.72
Kentucky,95.11,95.63,95.26,96.18,96.2
Kentucky,94.49,94.93,96.79,95.42,94.14
Kentucky,93.25,94.38,95.07,95.26,95.24
Kentucky,91.19,92.37,94.26,95.01,95.13
Kentucky,92.06,93.09,92.94,92.72,94.42
Kentucky,89.89,89.57,90.22,90.8,92.08
Kentucky,84.99,89.53,89.71,91.24,90.09
Kentucky,91.59,92.72,91.82,92.71,94.9
Kentucky,93.21,94.42,94.91,95.41,95.18
Kentucky,94.21,94.26,95.11,94.98,95.46
Kentucky,87.19,89.91,93.78,94.93,94.29
Kentucky,92.89,93.89,95.1,95.14,95.62
Kentucky,90.16,90.77,91.68,93.57,93.43
Kentucky,89.8,89.47,82.4,80.24,74.57
Kentucky,95.71,96.25,96.76,96.17,96.71
Louisiana,90.9,91.12,90.87,91.86,90.35
Louisiana,90.7,90.56,90.44,90.11,91.26
Louisiana,94.1,93.74,93.99,94.33,93.98
Louisiana,91.78,93.13,92.71,93.11,94.88
Louisiana,91.53,92.26,92.84,93.65,93.65
Louisiana,92.99,92.58,92.07,91.47,92.15
Louisiana,90,92.6,94.6,95.63,94.69
