state,2016,2017,2018,2019,2020
Nebraska,97.74,97.47,97.1,97.43,98.11
Nebraska,93.18,92.7,94.64,96.17,95.91
Nebraska,98.13,99.03,98.79,97.76,98.19
Nebraska,95.3,95.81,96.28,96.49,96.34
Nebraska,95.3,95.89,95.18,95.14,95.9
Nebraska,96.63,96.66,96.71,97.51,98.11
Nebraska,95.74,95.56,95.37,95.52,95.47
Nebraska,95.08,95.6,95.77,96.04,95.92
Nebraska,96.34,96.36,98.43,98.3,98.94
Nebraska,97.27,97.54,97.94,98.06,99.16
Nebraska,96.62,97.4,98.42,99.27,99.66
Nebraska,97.35,96.76,96.24,94.52,95.13
Nebraska,96.32,97.48,97.87,98.23,98.73
Nebraska,96.38,96.75,96.64,96.63,97.9
Nebraska,97.69,98.61,98.63,98.98,98
Nebraska,97.04,98.15,99.8,99.81,99.73
Nebraska,95.43,95.44,97.09,98.08,98.61
Nebraska,95.11,95.48,95.73,97.48,99.13
Nebraska,98.4,98.26,98.59,98.49,98.69
Nebraska,94.71,94.59,95.5,96.02,95.96
Nebraska,97.94,98.04,97.54,97.03,96.81
Nebraska,98.13,98,98.56,98.93,98.77
Nebraska,98.28,98.43,99,98.54,99.56
Nebraska,97.21,96.91,95.92,97.26,98.2
Nebraska,98.74,98.92,98.92,98.92,98.91
Nebraska,98.12,99.02,99.65,96.63,97.32
Nebraska,96.68,95.97,96.75,96.51,96.65
Nebraska,96.76,97.85,98.29,98.34,98.27
Nebraska,96.73,97.85,97.96,98.43,97.53
Nebraska,96.4,96.63,97.16,97.16,97.77
Nebraska,96.04,97.16,96.28,96.63,96.29
Nebraska,99.3,98.85,100,100,100
Nebraska,94.55,94.05,92.68,94.14,93.45
Nebraska,96.97,96.94,96.83,97.07,96.53
Nebraska,95.63,96.13,96.59,96.76,96.64
Nebraska,96.9,97.32,97.28,96.78,96.64
Nebraska,99.08,98.9,100,99.58,99.77
Nebraska,99.66,99.33,99.35,99.37,100
Nebraska,100,100,100,100,100
Nebraska,96.91,96.84,96.99,96.87,96.78
Nebraska,94.69,96.7,97.31,97.93,98.24
Nebraska,96.49,96.29,94.45,93.12,94.66
Nebraska,96.76,98.03,96.7,96.79,95.77
Nebraska,93.49,94.3,95.53,95.88,94.5
Nebraska,97.13,98.28,98.58,98.13,98.23
Nebraska,96.18,97,97.23,97.67,97.29
Nebraska,96.96,97.33,96.65,97.1,95.58
Nebraska,98.13,98.92,98.88,98.63,99.25
Nebraska,98.78,99.29,99.25,99.29,99.4
Nebraska,96.02,96.21,97.65,97.84,96.68
Nebraska,95.43,96.14,96.2,97.02,97.69
Nebraska,96.14,95.42,94.67,95.03,94.35
Nebraska,94.97,95.07,96.82,96.65,95.24
Nebraska,95.38,96.04,96.58,96.59,96.37
Nebraska,98.37,98.57,99.6,99.74,98.83
Nebraska,96.64,97.16,96.91,96.07,97.62
Nebraska,96.32,96.67,96.97,97.07,96.83
Nebraska,97.06,97.77,97.58,97.72,98.03
Nebraska,94.73,94.77,94.87,94.92,95.49
Nebraska,96.54,97.45,97.92,98.06,97.59
Nebraska,97.9,98.46,97.57,98.33,98.41
Nebraska,97.76,98.31,98.21,96.87,96.66
Nebraska,100,100,98.95,98.28,97.4
Nebraska,96.74,96.95,97.11,98.27,97.75
Nebraska,98.56,98.8,98.94,98.35,98.29
Nebraska,98.18,98.11,98.34,98.92,98.02
Nebraska,84.68,84.55,85,86.65,88.19
Nebraska,98.16,98.49,98.27,98.91,99.24
Nebraska,98.54,98.29,97.61,97.39,97.46
Nebraska,97.72,97.99,98.11,97.46,96.89
Nebraska,96.95,97.95,97.64,97.87,98.1
Nebraska,99.38,99.6,99.57,100,100
Nebraska,98.57,97.65,97.07,97.34,96.96
Nevada,88.28,92.18,92.81,94.03,94.07
Nevada,90.38,91.7,92.76,93.59,93.01
Nevada,92.52,93.84,94.85,95.77,95.92
Nevada,95.1,95.6,95.46,95.32,95.73
Nevada,88.61,96.15,98.23,97.07,97.04
Nevada,96.24,100,100,100,100
Nevada,92.25,92.71,94.71,96.58,96.21
Nevada,92.05,92.36,90.71,91.77,90.79
Nevada,90.86,90.74,89.37,92.41,94.94
Nevada,88.18,90.23,91.34,92.64,92.03
Nevada,87.01,79.44,85.24,88.77,87.86
Nevada,85.95,88.58,90.63,90.51,91.34
Nevada,96.45,95.84,93.01,92.38,91.24
Nevada,95.91,95.77,95.69,97.04,96.34
Nevada,91.99,93.22,94.37,94.7,94.77
Nevada,92.08,93.84,96.16,96.62,97.5
Nevada,90.54,92.28,93.82,94.93,95.39
New Hampshire,94.89,95.07,95.34,96.07,96.21
New Hampshire,94.92,95.32,96.36,96.95,94.46
New Hampshire,94.96,95.51,96.19,96.62,96.13
New Hampshire,93.34,93.9,94.36,94.52,95.01
New Hampshire,95.4,95.95,96.64,97.08,97.13
New Hampshire,94.84,95.21,95.65,95.96,95.97
New Hampshire,95.19,95.99,96.13,96.44,96.55
New Hampshire,95.06,95.67,96.27,96.77,96.61
New Hampshire,94.48,95.59,95.91,96.21,95.93
New Hampshire,95.54,96.28,96.27,97.05,97.47
New Jersey,88.17,89.1,90.43,91.57,91.34
New Jersey,94.18,94.77,95.51,95.97,95.43
New Jersey,92.15,93.07,93.7,94.27,94.58
New Jersey,91.18,92.15,92.91,93.37,93.35
New Jersey,90.77,91.58,92.26,93.21,93.32
New Jersey,90.13,91.02,92.74,92.66,92.01
New Jersey,87.92,89.55,90.83,91.94,92.03
New Jersey,91.9,92.56,93.71,94.48,94.7
New Jersey,91.88,92.88,93.95,94.77,94.57
New Jersey,94.7,95.58,96.04,96.19,96.09
New Jersey,91.4,92.51,93.24,93.88,93.99
New Jersey,92.95,93.65,94.36,94.84,94.18
New Jersey,93.2,94.03,94.8,95.06,94.93
New Jersey,94.43,94.82,95.28,95.68,95.12
New Jersey,92.38,93.34,94.11,94.88,94.66
New Jersey,92.96,94.02,94.98,95.48,93.75
New Jersey,90.64,92.02,92.66,93.98,92.9
New Jersey,94.64,95.12,95.52,95.39,95.57
New Jersey,92.8,93.61,94.26,94.89,94.75
New Jersey,91.52,92.62,93.69,94.28,94.21
New Jersey,91.68,92.61,93.72,94.11,94.2
New Mexico,92.69,93.34,93.71,94.32,94.41
New Mexico,95.99,100,100,91.83,94.74
New Mexico,92.94,93.68,94.14,94.89,94.79
New Mexico,83.7,84.04,84.6,86.3,88.4
New Mexico,88.46,90.04,90.7,93.94,95.34
New Mexico,91.06,92.16,93.21,93.63,92.12
New Mexico,93.41,93.36,96.39,89.44,90.24
New Mexico,89.45,90.67,91.66,92.3,92.32
New Mexico,94.48,94.94,95.49,95.47,95.7
New Mexico,90.69,91.86,92.42,92.86,91.96
New Mexico,99.69,98.49,93.71,93,93.33
New Mexico,94.04,93.49,93.9,98.85,96.71
New Mexico,88.62,90.98,90.81,92.43,92.66
New Mexico,93.39,93.82,93.57,93.66,93.11
New Mexico,93.3,94.83,95.72,95.58,94.93
New Mexico,97.36,96.26,96.54,96.59,96.47
New Mexico,85.86,88.56,87.99,88.16,90.53
New Mexico,84.28,83.86,84.26,85.99,87.58
New Mexico,97.07,91.81,92.65,90.88,90.66
New Mexico,89.01,90.7,91.98,92.42,90.86
New Mexico,97.29,95.99,93.87,94.77,97.47
New Mexico,90.5,91.1,,92.13,92.98
New Mexico,88.93,89.31,90.92,91.33,91.39
New Mexico,91.51,92.04,92.26,93.04,93.45
New Mexico,90.07,90.44,91.05,91.3,91.77
New Mexico,95.09,94.67,93.63,91.68,94.32
New Mexico,93.32,94.49,95.53,95.92,95.11
New Mexico,89.98,88.63,89.07,89.07,92.17
New Mexico,94.24,95.81,95.25,95.34,95.29
New Mexico,90.26,90.32,91.58,91.31,91.78
New Mexico,90.44,92.21,94.76,93.07,90.92
New Mexico,96.91,97.52,98.45,97.27,96.58
New Mexico,89.25,90.95,91.59,92.52,92.29
New York,94.19,94.72,95.16,95.48,95.41
New York,91.92,92.65,93.92,95.09,94.8
New York,87.33,88.4,89.45,89.98,89.94
New York,92.58,92.82,93.4,93.77,92.37
New York,92.51,93.04,93.68,94.46,94.41
New York,93.12,94.08,94.6,95.47,95.2
New York,92.13,92.32,93.14,93.93,94.52
New York,94.43,94.65,94.95,94.39,94.14
New York,93.03,93.3,94.29,94.05,93.48
New York,93.37,94.22,95.22,95.6,95.51
New York,94.49,95.02,95.06,95.07,94.35
New York,94.83,95.06,95.48,94.74,94.39
New York,91.73,92.93,94.85,95.31,95.73
New York,92.38,93.35,94.13,94.97,95.04
New York,93.88,94.51,95.21,95.71,95.21
New York,92.48,93.34,94.16,95,95.27
New York,91.45,91.8,92.92,92.96,93.05
New York,91.97,92.37,93.93,94.89,96.02
New York,94.57,94.85,95.32,95.87,96.05
New York,92.24,93.75,95.39,96.07,96.28
New York,90.77,88.77,91.97,96.44,97.89
New York,91.2,91.8,92.84,94.13,93.88
New York,90.64,92.03,93.54,93.78,94.25
New York,91,91.93,93.01,93.83,93.48
New York,92.12,92.44,93.07,95.2,95.09
New York,94.94,95.19,95.82,96.45,95.98
New York,95.14,95.62,95.32,95.99,96.12
New York,92.69,93.42,94.1,94.51,94.71
New York,91.64,92.66,92.28,93.35,94.01
New York,94.19,95.06,95.73,96.14,95.85
New York,93.13,93.81,94.29,94.8,94.29
New York,92.86,93.79,94.7,95,94.76
New York,93.14,94,94.51,95.36,95.59
New York,93.17,93.6,94.03,94.72,94.26
New York,94.49,95.26,95.91,96.55,96.45
New York,93.34,94.4,95.07,95.74,95.19
New York,92.58,93.51,94.79,94.62,94
New York,90.86,91.38,92.15,93.11,93.42
New York,93.13,93.3,93.59,94.21,94.25
New York,93.84,94.65,94.69,95.43,95.42
New York,92.24,93.06,93.83,94.41,94.04
New York,93.25,94.19,94.89,95.26,94.92
New York,93.8,94.46,95.11,95.42,95.07
New York,92.99,93.72,94.52,94.49,94.58
New York,89.99,91.2,92.55,92.58,93.16
New York,94.61,95.41,96.16,96.53,96.75
New York,92.6,92.72,93.4,93.44,93.04
New York,89.9,92.48,94.2,94.64,94.71
New York,92.74,92.81,94.47,94.37,94.3
New York,94.72,95.14,96.5,96.39,96.2
New York,92.42,93.04,93.49,93.68,94.3
New York,93.93,94.56,95.27,95.81,95.45
New York,89.85,90.67,92.26,92.54,92.73
New York,93.28,93.55,93.68,93.91,94.35
New York,94.63,95.18,95.37,96.18,95.94
New York,91.47,92.87,93.81,94.94,94.63
New York,93.98,95.22,95.57,95.99,95.94
New York,91.93,93.45,94.29,95.19,94.42
New York,92.97,93.58,94.12,94.89,96.33
New York,92.95,93.54,94.17,94.63,94.26
New York,92.86,93.51,94.13,94.44,95.33
New York,92.82,93.99,95.3,95.89,96.17
North Carolina,93.08,94.02,94.35,94.7,94.75
North Carolina,91.65,93.29,93.29,94.86,94.22
North Carolina,93.44,94.32,94.13,96.07,96.59
North Carolina,85.63,86.58,90.09,91.55,92.56
North Carolina,92.39,93.75,95.37,96.37,95.58
North Carolina,92.04,94.48,95.73,95.45,94.32
North Carolina,90.05,90.96,91.12,92.94,93.14
North Carolina,85.85,87.33,88.33,89.09,90.01
North Carolina,90.98,92.12,92.9,94.94,95.05
North Carolina,90.31,92.24,93.67,94.24,94.05
North Carolina,93.96,95.26,96,96.75,96.84
North Carolina,89.21,90.65,91.13,92.59,93.36
North Carolina,92.06,93.18,94,94.99,95.03
North Carolina,89.54,92.08,93.44,93.67,93.55
North Carolina,89.02,91.11,90.68,92.48,91.32
North Carolina,90.82,92.04,93.41,94.29,94.69
North Carolina,89.63,91.57,93.19,94.58,94.21
North Carolina,92.15,92.59,93.05,93.49,93.97
North Carolina,92.24,94.38,94.89,95.73,95.62
North Carolina,92.29,92.31,93.62,94.72,95.12
North Carolina,86.57,88.05,88.96,92.3,94.7
North Carolina,89.71,92.87,97.66,96.85,96.51
North Carolina,87.78,89.72,90.84,91.68,92.59
North Carolina,91.47,93.02,92.99,93.43,94.27
North Carolina,90.09,91.85,92.02,92.91,93.86
North Carolina,88.58,89.97,90.96,91.54,92.18
North Carolina,93.83,95.24,95.19,95.68,96.71
North Carolina,94.06,94.8,94.75,95.64,94.38
North Carolina,90.05,91.78,92.81,94.12,94.53
North Carolina,93.64,93.51,94.49,96.11,95.97
North Carolina,89.45,90.68,91,92.04,94.06
North Carolina,93.67,94.2,94.84,95.44,95.31
North Carolina,87.46,89.76,92.1,91.54,91.15
North Carolina,91.61,93.05,93.62,94.42,95.04
North Carolina,91.81,92.72,94.51,94.2,93.2
North Carolina,90.29,91.73,93.28,93.77,93.99
North Carolina,90.3,91.23,93.16,93.69,90.41
North Carolina,90.53,91.69,93.09,95.92,96.63
North Carolina,93.11,93.45,93.94,94.43,95.29
North Carolina,89.5,90.6,90.27,92.48,94.37
North Carolina,92.38,93.4,93.98,94.35,94.14
North Carolina,88.44,90.43,91.3,92.36,93.51
North Carolina,90.05,90.72,92.12,92.89,93.41
North Carolina,94.04,94.9,95.27,95.66,95.95
North Carolina,95.28,96.45,97.12,97.46,96.98
North Carolina,88.19,89.98,89.02,90.76,91.66
North Carolina,88.39,87.65,90.94,90.2,92.13
North Carolina,85.7,88.96,89.57,93.41,95.46
North Carolina,91.42,92.81,93.97,95.14,95.22
North Carolina,94.85,95.15,95.26,94.95,94.2
North Carolina,92.44,93.51,94.52,95.28,95.74
North Carolina,88.46,88.51,91.08,89.72,91.59
North Carolina,90.64,92.64,92.13,92.99,94.38
North Carolina,87.49,88.43,87.72,88.61,91.06
North Carolina,91.07,92.1,93.65,94.52,94.78
North Carolina,90.21,92.58,94.23,94.33,94.32
North Carolina,94.17,95.1,95.55,95.31,95.18
North Carolina,92.79,93.12,94.45,95.33,96.61
North Carolina,86.89,90.42,89.09,88.03,90.13
North Carolina,92.15,93.23,94.2,95.24,95.27
North Carolina,93.44,95.3,95.71,96.56,95.46
North Carolina,91.24,94.11,95.24,96.02,96.5
North Carolina,92.73,93.7,94.68,95.22,95.39
North Carolina,90.54,92.05,93.74,93.65,92.76
North Carolina,92.27,93.01,93.85,94.99,94.81
North Carolina,87.32,89.77,93.04,93.72,92.15
North Carolina,88.24,89.39,90.41,91.31,92.04
North Carolina,94.13,94.77,95.62,96.48,95.97
North Carolina,90.97,91.92,92.07,94.89,95.37
North Carolina,91.49,93.01,93.21,93.46,93.32
North Carolina,90.1,91.7,92.62,92.27,92.46
North Carolina,89.42,91.64,93.27,93.08,94.69
North Carolina,86.89,89.08,91.39,93.34,93.95
North Carolina,88.51,89.92,90.78,91.86,91.9
North Carolina,92.17,93.74,94.78,94.88,96.34
North Carolina,93.01,93.95,94.65,95.23,95.46
North Carolina,88.45,89.96,90.43,91.3,91.78
North Carolina,89.2,90.39,91.87,93.32,92.65
North Carolina,90.51,92.75,93.89,94.04,93.65
North Carolina,89.36,90.8,92.33,92.8,93.03
North Carolina,89.89,91.32,91.64,92.75,93.25
North Carolina,90.59,90.52,91.54,93.09,93.23
North Carolina,86.64,87.26,87.49,88.15,88.27
North Carolina,89.68,92.05,93.82,94.27,95.09
North Carolina,92.54,93,93.68,93.95,95.2
North Carolina,93.87,94.88,95.57,95.98,95.39
North Carolina,92.98,92.58,93.13,93.06,93.95
North Carolina,93.34,93.2,94.22,94.05,94.6
North Carolina,87.12,91.52,94.66,94.81,96.02
North Carolina,93.19,93.93,94.65,95.44,95.32
North Carolina,88.95,88.98,90.65,91.62,92.02
North Carolina,94.34,95.09,95.7,95.96,95.81
North Carolina,90.11,91.87,90.96,91.17,90.97
North Carolina,84.03,89.56,92.54,92.54,92.7
North Carolina,91.15,91.89,92.55,92.55,91.27
North Carolina,88.23,90.25,92.23,93.42,94.6
North Carolina,90.25,92.49,94.21,94.52,94.71
North Carolina,91.62,91.93,92.01,92.08,91.39
North Carolina,93.15,94.11,94.65,95.61,94.9
North Carolina,90.54,91.66,92.21,94.85,92.64
North Dakota,98.02,98.38,98.7,99,99.65
North Dakota,97.23,96.91,97.36,98.09,98.25
North Dakota,93.91,93.54,94.24,94.1,96.02
North Dakota,97.01,96.14,96.34,96.34,95.92
North Dakota,97.66,96.73,96.17,96.34,96.35
North Dakota,97.8,98.36,97.51,96.78,95.94
North Dakota,98.14,97.41,98.23,97.59,97.81
North Dakota,97.83,98.2,98.1,97.86,97.51
North Dakota,97.05,97.31,97.12,97.32,96.91
North Dakota,98.95,98.67,98.72,98.54,98.27
North Dakota,97.45,97.36,97.28,97.52,96.97
North Dakota,98.36,97.64,99.32,98.76,95.84
North Dakota,96.2,96.47,96.64,97.48,98.24
North Dakota,97.89,98.42,98.76,98.82,98.61
North Dakota,96.62,98.2,98.56,98.52,98.12
North Dakota,98.82,98.88,98.79,99.49,99.77
North Dakota,99.61,99.12,98.36,97.03,96.93
North Dakota,96.54,96.23,96.16,96.16,96.09
North Dakota,97.31,97.56,97.59,97.38,98.8
North Dakota,98.4,96.96,98.75,98.16,98.55
North Dakota,97.48,97.85,98.21,97.6,95.21
North Dakota,98.4,98.69,98.91,99.48,99.03
North Dakota,98.24,99.17,99.52,99.42,99.21
North Dakota,98.2,98.28,99.1,99.27,99.44
North Dakota,97.39,97.76,98.35,97.59,95.5
North Dakota,98.93,98.27,99.71,99.72,99.2
North Dakota,96.33,96.08,96.27,96.35,96.68
North Dakota,98.54,98.44,98.61,98.83,98.45
North Dakota,97.35,98.68,99.08,98.45,98.12
North Dakota,97.76,97.61,96.92,97.88,97.98
North Dakota,95.79,95.26,95.86,95.6,95.66
North Dakota,99.16,99.49,99.66,99.59,99.65
North Dakota,97.81,97.74,95.65,97.57,97.26
North Dakota,96.92,96.86,97.18,96.71,95.52
North Dakota,98.42,98.38,99.03,99.11,98.64
North Dakota,98.88,98.73,99.23,99.45,99.4
North Dakota,97.66,97.62,98.65,98.66,96.76
North Dakota,99.07,99.1,98.14,97.78,98.22
North Dakota,97.2,97.55,96.98,96.73,97.02
North Dakota,94.9,92.61,92.1,91.68,93.18
North Dakota,99.12,99.02,98.72,98.68,98.64
North Dakota,96.05,96.37,97.39,97.76,98.28
North Dakota,80.29,80.87,83.96,81.32,83.21
North Dakota,100,98.71,98.82,97.89,97.91
North Dakota,96.76,96.82,96.71,97.46,97.29
North Dakota,95.89,98.23,97.83,95.86,99.45
North Dakota,97.4,98.51,96.74,96.76,95.52
North Dakota,94.85,96.31,95.93,96.74,97.95
North Dakota,97.41,97.15,96.99,97.01,97.24
North Dakota,96.69,97.38,97.51,97.47,97.72
North Dakota,97.63,97.35,97.07,97.11,96.03
North Dakota,97.82,98.02,97.34,97.42,96.63
North Dakota,97.96,98.03,97.71,97.84,96.57
Ohio,90.09,92.55,92.86,94.55,93.4
Ohio,92.4,92.79,94.04,94.65,94.36
Ohio,94.27,95.81,95.95,96.5,96.22
Ohio,91.91,92.57,92.74,93.12,92.84
Ohio,90.6,91.3,92.32,92.84,94.16
Ohio,96.01,96.57,96.53,97.01,96.71
Ohio,92.21,93.16,93.9,94.67,94.39
Ohio,92.02,93.47,94.41,95.12,95.65
Ohio,93.88,94.56,94.93,95.41,95.07
Ohio,93.34,95.31,95.35,94.83,96.3
Ohio,92.82,92.73,93.96,95.01,94.19
Ohio,91.08,92.31,92.71,93.32,93.19
Ohio,94.98,95.62,95.76,96.26,95.77
Ohio,93.41,93.4,93.87,94.41,94.4
Ohio,91.63,92.47,93.28,93.44,94.03
Ohio,93.61,93.28,93.76,94.49,93.88
Ohio,92.35,93.57,94.69,94.66,94.53
Ohio,90.26,91.06,91.74,92.39,92.55
Ohio,93.92,94.86,95.33,96.66,97.27
Ohio,93.17,94.96,95.38,95.67,95.59
Ohio,97.26,97.37,97.29,97.21,97.46
Ohio,92.32,93.51,94.62,95.03,94.31
Ohio,93.98,94.95,95.58,96.04,96.11
Ohio,93.1,93.74,94.03,94.24,95.06
Ohio,93.73,94.33,94.8,95.1,95.15
Ohio,93.79,94.07,95.22,95.97,95.58
Ohio,92.82,94.2,94.85,95.82,95.51
Ohio,95.96,96.49,97.05,97.46,97.22
Ohio,93.46,94.32,94.48,94.65,94.9
Ohio,90.68,91.49,93.01,94.14,94.99
Ohio,92.14,93.02,93.9,94.55,94.62
Ohio,94.52,95.51,95.73,96.36,96.32
Ohio,91.82,93.18,94.13,94.94,94.93
Ohio,95.38,95.07,94.4,94.69,94.06
Ohio,94.71,95.55,95.76,96.86,95.49
Ohio,90.37,92.67,93.45,93.35,95.19
Ohio,90.91,92.59,94.12,95.11,96.19
Ohio,96.6,97.21,97.83,97.86,97.67
Ohio,93.32,94.21,95.07,95.7,95.34
Ohio,88.79,89.15,89.52,92.11,93.1
Ohio,91.72,92.11,92,93.98,94.39
Ohio,93.91,94.23,94.72,95.57,95.79
Ohio,94.75,95.21,95.6,95.83,95.21
Ohio,92.36,93.55,93.81,94.44,95.02
Ohio,93.42,94.14,95.06,95.63,96.27
Ohio,94.08,94.18,95.12,95.51,95.53
Ohio,91.84,92.98,93.7,94.55,95.11
Ohio,90.44,91.5,92.5,92.78,92.83
Ohio,93.58,94.57,95.23,95.84,96.16
Ohio,91.11,91.79,91.99,92.27,92.08
Ohio,92.02,92.09,93.28,93.39,93.93
Ohio,95.9,96.38,96.81,97.24,97.14
Ohio,88.77,89.64,91.69,92.2,91.67
Ohio,95.3,96.07,97.36,97.45,97.5
Ohio,93.62,94.55,95.44,95.14,95.83
Ohio,93.55,94.1,93.49,94.76,95.26
Ohio,91.27,92.04,92.84,93.59,93.74
Ohio,91.58,94.51,95.01,95.44,96.01
Ohio,94.59,95.67,96.36,96.8,97.34
Ohio,92.42,93.09,93.36,93.87,94.7
Ohio,93.13,95.18,95.21,94.71,95.23
Ohio,94.72,95.13,95.35,96.2,96.3
Ohio,93.93,94.96,95.41,95.91,95.5
Ohio,90.4,92.4,92.48,92.86,93.88
Ohio,94,94.79,95.87,95.76,95.56
Ohio,88.91,90.1,91.58,93.58,94.95
Ohio,92.07,92.85,93.71,94.47,94.2
Ohio,93.39,94.21,95.05,96.4,96.76
Ohio,97.14,97.14,97.15,96.95,96.84
Ohio,91.74,92.46,93.5,94.7,94.29
Ohio,90.08,92.37,92.43,93.87,93.97
Ohio,93.75,94.63,95.01,95.44,95.48
Ohio,91.04,92.15,92.12,92.35,93.06
Ohio,93.19,94.13,95.06,95.64,95.84
Ohio,94.19,94.68,95.52,95.51,94.79
Ohio,92.43,93.29,93.99,94.57,94.85
Ohio,92.69,93.59,94.35,94.61,94.18
Ohio,93.08,94.07,94.82,95.17,95.19
Ohio,94.27,95.09,95.85,95.79,94.48
Ohio,96.26,97.15,97.47,98.14,97.21
Ohio,94.21,94.73,95.57,96.08,94.91
Ohio,89.29,89.44,90.16,92.99,94.24
Ohio,94.98,95.49,96.45,96.95,96.58
Ohio,95.31,95.79,96.03,95.97,95.44
Ohio,95.73,96.04,96.1,96.55,96.66
Ohio,94.21,95.04,95.64,96.18,96.17
Ohio,93.73,94.47,95.25,95.48,95.12
Ohio,94.46,95.76,96.23,97.34,96.72
Oklahoma,94.01,94.52,94.66,95.16,94.68
Oklahoma,95.82,95.48,96.58,97.68,96.52
Oklahoma,90.98,93.39,94.04,95.21,95.71
Oklahoma,96.95,96.07,95.53,95.76,95.99
Oklahoma,96.71,95.39,95.83,96.7,95.63
Oklahoma,97.29,96.42,97.02,97.02,94.07
Oklahoma,92.76,93.58,94.4,94.46,94.35
Oklahoma,91.71,92.42,92.45,93.3,93.11
Oklahoma,95.75,95.69,95.58,96.28,95.84
Oklahoma,93.89,93.57,94.48,94.57,95.36
Oklahoma,92.44,92.11,92.56,92.37,92.32
Oklahoma,90.88,91.35,91.08,92.36,92.86
Oklahoma,98,97.72,98.13,99.49,99.59
Oklahoma,95.1,95.17,95.84,95.71,95.38
Oklahoma,91.03,92.08,93.46,94.58,93.92
Oklahoma,91.05,91.25,92.6,92.47,93.21
Oklahoma,90.64,91.27,92.42,93.13,95.44
Oklahoma,94.71,94.48,94.22,95.02,95.36
Oklahoma,95.21,95.82,96.38,96.21,95.91
Oklahoma,96.5,96.45,96.68,96.82,97.22
Oklahoma,91.86,91.7,92.51,93.69,93.98
Oklahoma,97.43,97.7,98.33,97.43,97.6
Oklahoma,94.49,94.42,94.46,93.36,93.89
Oklahoma,95.05,94.68,94.88,95.09,94.92
Oklahoma,95.94,96.46,96.38,96.91,96.82
Oklahoma,95.91,96.2,96.29,96.52,95.57
Oklahoma,96.3,96.48,96.97,96.3,96.48
Oklahoma,93.79,93.4,91.55,93.57,94.8
Oklahoma,91,93.77,95.74,96.2,93.14
Oklahoma,98.08,96.82,97.98,97.17,96.49
Oklahoma,91.42,91.07,90.79,91.4,92.04
Oklahoma,91.89,91.45,91.54,91.76,91.85
Oklahoma,94.53,94.83,94.88,94.94,96.11
Oklahoma,92.66,92.76,92.81,93.51,94.2
Oklahoma,92.8,93.43,92.9,92.08,93.54
Oklahoma,92.57,93.14,93.03,93.35,93.44
Oklahoma,96.39,94.77,94.92,95.08,96.25
Oklahoma,94.13,93.86,95.29,94.85,96.77
Oklahoma,91.35,92.57,91.9,89.65,90.05
Oklahoma,92.09,93.14,94,94.4,94.71
Oklahoma,93.85,94.08,94.65,95.3,96
Oklahoma,94.3,95.17,95.07,96.01,96
Oklahoma,96.31,96.14,95.66,95.63,94.18
Oklahoma,95.99,96.22,96.63,96.3,96.62
Oklahoma,93.43,94.31,93.84,94.36,94.58
Oklahoma,89.68,91.53,92.96,93.46,94.66
Oklahoma,94.14,95.35,97.08,97.09,97.19
Oklahoma,94.26,94.72,95.9,95.95,96.64
Oklahoma,93.53,94.66,94.72,94.44,94.55
Oklahoma,96.85,96.07,96.16,96.05,96.39
Oklahoma,92.41,93.14,93.72,93.73,93.59
Oklahoma,95.21,95.14,95.91,95.82,94.63
Oklahoma,91.87,90.48,92.63,92.36,93.84
Oklahoma,89.62,91.78,91.16,92.48,94.35
Oklahoma,94.39,94.76,95.07,95.5,95.31
Oklahoma,89.46,90.05,90.51,91.55,92.02
Oklahoma,93.19,93.92,93.45,93.98,93.95
Oklahoma,91.94,92.84,93.43,94.29,95.1
Oklahoma,93.91,94.82,95.66,96,96.07
Oklahoma,94.24,95.54,95.11,95.88,96.14
Oklahoma,94.2,93.71,93.49,93.62,93.37
Oklahoma,93.97,94.89,94.91,95.58,95.09
Oklahoma,92.88,93.32,93.8,94.01,93.68
Oklahoma,90.54,92.13,92.55,92.04,91.92
Oklahoma,98.53,96.58,93.74,93.69,94.32
Oklahoma,94.8,94.98,95.21,95.47,95.52
Oklahoma,92.09,92.02,92.32,92.23,91.42
Oklahoma,91.17,91.31,91.85,92.84,94.15
Oklahoma,93.24,93.23,93.45,93.44,93.51
Oklahoma,97.07,96.92,97.13,97.29,97.32
Oklahoma,94.58,94.53,95.3,96.4,94.04
Oklahoma,93.8,94.13,94.53,94.62,94.59
Oklahoma,93.76,93.63,94.2,94.07,94.66
Oklahoma,95.17,95.29,95.09,94.79,95.13
Oklahoma,97.02,95.42,95.56,94.91,94.23
Oklahoma,97.37,95.41,95.54,95.35,94.87
Oklahoma,95.7,94.41,94.77,95.19,95.8
Oregon,91.19,92.66,91.74,91.92,93.13
Oregon,92.16,93.28,93.83,94.57,93.91
Oregon,93.31,94.39,95.32,95.49,95.47
Oregon,93.11,93.5,93.96,94.71,95.65
Oregon,91.38,92.47,93,93.73,94.21
Oregon,89.28,90.84,92.28,92.45,93
Oregon,88.68,91.67,91.46,93.09,95.02
Oregon,89.03,90.14,92,91.74,91.34
Oregon,92.93,94.5,94.84,94.6,94.43
Oregon,89.09,91.09,91.89,93.36,94.05
Oregon,89.4,92.49,90.73,93.12,94.34
Oregon,92.61,92.38,92.51,91.33,90.88
Oregon,85.72,86.93,86.95,91.28,92.96
Oregon,95.22,94.89,95.83,96.38,94.97
Oregon,91.14,92.48,93.49,94.1,94.86
Oregon,86.67,88.06,90.01,91.16,90.51
