state,county,pct_employed,pct_private
Montana,Golden Valley County,97.82,49.26
Montana,Granite County,96.41,55.9
Montana,Hill County,93.6,52.04
Montana,Jefferson County,96.57,62.47
Montana,Judith Basin County,97.65,58.54
Montana,Lake County,94.17,43.82
Montana,Lewis and Clark County,96.52,63.03
Montana,Liberty County,100,44.49
Montana,Lincoln County,91.78,44.5
Montana,McCone County,98.29,63.29
Montana,Madison County,97.08,58.36
Montana,Meagher County,99.43,51.49
Montana,Mineral County,93.49,46.5
Montana,Missoula County,95.12,65.51
Montana,Musselshell County,93.01,47.14
Montana,Park County,98.06,63.94
Montana,Petroleum County,96.51,67.03
Montana,Phillips County,94.34,51.12
Montana,Pondera County,91.34,49.54
Montana,Powder River County,99.32,63.97
Montana,Powell County,98.8,55.12
Montana,Prairie County,97.67,43.7
Montana,Ravalli County,94.34,49.8
Montana,Richland County,97.53,65.96
Montana,Roosevelt County,89.26,38.02
Montana,Rosebud County,94.16,52.34
Montana,Sanders County,95.05,45.28
Montana,Sheridan County,97.69,67.93
Montana,Silver Bow County,94.68,57.8
Montana,Stillwater County,95.74,66.86
Montana,Sweet Grass County,98.83,67.99
Montana,Teton County,98.66,56.12
Montana,Toole County,97.1,52.53
Montana,Treasure County,98.76,60.59
Montana,Valley County,93.95,54.96
Montana,Wheatland County,98.43,44.48
Montana,Wibaux County,99.61,68.92
Montana,Yellowstone County,96.57,63.12
Nebraska,Adams County,97.63,66.74
Nebraska,Antelope County,98.15,69.2
Nebraska,Arthur County,99.56,51.71
Nebraska,Banner County,98.48,73.49
Nebraska,Blaine County,100,70.02
Nebraska,Boone County,98.6,73.06
Nebraska,Box Butte County,95.19,64.81
Nebraska,Boyd County,98.25,62.62
Nebraska,Brown County,99.23,60.93
Nebraska,Buffalo County,97.23,71.79
Nebraska,Burt County,95.63,58.91
Nebraska,Butler County,98.48,72.26
Nebraska,Cass County,97.29,69.43
Nebraska,Cedar County,98.29,74.31
Nebraska,Chase County,96.48,71.22
Nebraska,Cherry County,99.91,63.69
Nebraska,Cheyenne County,97.29,63.09
Nebraska,Clay County,96.7,68.58
Nebraska,Colfax County,98.26,69.83
Nebraska,Cuming County,97.11,74.69
Nebraska,Custer County,98.11,63.73
Nebraska,Dakota County,95.91,64.81
Nebraska,Dawes County,98.19,68.35
Nebraska,Dawson County,96.34,64.21
Nebraska,Deuel County,95.9,61.57
Nebraska,Dixon County,98.11,72.83
Nebraska,Dodge County,95.47,63.85
Nebraska,Douglas County,95.92,68.88
Nebraska,Dundy County,98.94,68.52
Nebraska,Fillmore County,99.16,73.55
Nebraska,Franklin County,99.66,60.8
Nebraska,Frontier County,95.13,66.43
Nebraska,Furnas County,98.73,66.47
Nebraska,Gage County,97.9,66.12
Nebraska,Garden County,98,53.19
Nebraska,Garfield County,99.73,72.22
Nebraska,Gosper County,98.61,69.18
Nebraska,Grant County,99.13,66.18
Nebraska,Greeley County,98.69,66.65
Nebraska,Hall County,95.96,64.19
Nebraska,Hamilton County,96.81,78.49
Nebraska,Harlan County,98.77,67.95
Nebraska,Hayes County,99.56,71.54
Nebraska,Hitchcock County,98.2,64.26
Nebraska,Holt County,98.91,73.27
Nebraska,Hooker County,97.32,66.62
Nebraska,Howard County,96.65,77.04
Nebraska,Jefferson County,98.27,66.15
Nebraska,Johnson County,97.53,70.35
Nebraska,Kearney County,97.77,71.29
Nebraska,Keith County,96.29,60.4
Nebraska,Keya Paha County,100,72.34
Nebraska,Kimball County,93.45,46.84
Nebraska,Knox County,96.53,66.81
Nebraska,Lancaster County,96.64,72.7
Nebraska,Lincoln County,96.64,65.3
Nebraska,Logan County,99.77,67.86
Nebraska,Loup County,100,68.84
Nebraska,McPherson County,100,73.33
Nebraska,Madison County,96.78,69.05
Nebraska,Merrick County,98.24,67.66
Nebraska,Morrill County,94.66,63.42
Nebraska,Nance County,95.77,71.32
Nebraska,Nemaha County,94.5,67.14
Nebraska,Nuckolls County,98.23,67.7
Nebraska,Otoe County,97.29,67.7
Nebraska,Pawnee County,95.58,55.17
Nebraska,Perkins County,99.25,71.53
Nebraska,Phelps County,99.4,72.71
Nebraska,Pierce County,96.68,76.02
Nebraska,Platte County,97.69,69.52
Nebraska,Polk County,94.35,64.4
Nebraska,Red Willow County,95.24,65.87
Nebraska,Richardson County,96.37,65.35
Nebraska,Rock County,98.83,69.76
Nebraska,Saline County,97.62,66.88
Nebraska,Sarpy County,96.83,67.76
Nebraska,Saunders County,98.03,74.99
Nebraska,Scotts Bluff County,95.49,59.64
Nebraska,Seward County,97.59,74.96
Nebraska,Sheridan County,98.41,53.11
Nebraska,Sherman County,96.66,67.94
Nebraska,Sioux County,97.4,57.78
Nebraska,Stanton County,97.75,72.67
Nebraska,Thayer County,98.29,69.07
Nebraska,Thomas County,98.02,66.55
Nebraska,Thurston County,88.19,45.7
Nebraska,Valley County,99.24,64.07
Nebraska,Washington County,97.46,75.57
Nebraska,Wayne County,96.89,81.76
Nebraska,Webster County,98.1,68.41
Nebraska,Wheeler County,100,65.6
Nebraska,York County,96.96,70.14
Nevada,Churchill County,94.07,49.11
Nevada,Clark County,93.01,56.95
Nevada,Douglas County,95.92,64.15
Nevada,Elko County,95.73,70.29
Nevada,Esmeralda County,97.04,48.14
Nevada,Eureka County,100,65.54
Nevada,Humboldt County,96.21,65.05
Nevada,Lander County,90.79,69.57
Nevada,Lincoln County,94.94,56.98
Nevada,Lyon County,92.03,53.43
Nevada,Mineral County,87.86,39.68
Nevada,Nye County,91.34,42.64
Nevada,Pershing County,91.24,61.93
Nevada,Storey County,96.34,52.33
Nevada,Washoe County,94.77,63.96
Nevada,White Pine County,97.5,65.48
Nevada,Carson City,95.39,58.25
New Hampshire,Belknap County,96.21,64.9
New Hampshire,Carroll County,94.46,60.99
New Hampshire,Cheshire County,96.13,68.07
New Hampshire,Coos County,95.01,53.98
New Hampshire,Grafton County,97.13,64.63
New Hampshire,Hillsborough County,95.97,71.06
New Hampshire,Merrimack County,96.55,70.61
New Hampshire,Rockingham County,96.61,76.64
New Hampshire,Strafford County,95.93,70.65
New Hampshire,Sullivan County,97.47,60.97
New Jersey,Atlantic County,91.34,59.65
New Jersey,Bergen County,95.43,74.07
New Jersey,Burlington County,94.58,72.28
New Jersey,Camden County,93.35,63.31
New Jersey,Cape May County,93.32,64.95
New Jersey,Cumberland County,92.01,52.73
New Jersey,Essex County,92.03,57.9
New Jersey,Gloucester County,94.7,72.8
New Jersey,Hudson County,94.57,59.01
New Jersey,Hunterdon County,96.09,81.28
New Jersey,Mercer County,93.99,69.3
New Jersey,Middlesex County,94.18,72.79
New Jersey,Monmouth County,94.93,75.54
New Jersey,Morris County,95.12,80.71
New Jersey,Ocean County,94.66,64.06
New Jersey,Passaic County,93.75,54.91
New Jersey,Salem County,92.9,63.83
New Jersey,Somerset County,95.57,78.72
New Jersey,Sussex County,94.75,76.78
New Jersey,Union County,94.21,63.83
New Jersey,Warren County,94.2,73.44
New Mexico,Bernalillo County,94.41,51.1
New Mexico,Catron County,94.74,28.23
New Mexico,Chaves County,94.79,40.57
New Mexico,Cibola County,88.4,30.46
New Mexico,Colfax County,95.34,38.32
New Mexico,Curry County,92.12,36.74
New Mexico,De Baca County,90.24,54.91
New Mexico,Do�a Ana County,92.32,40.52
New Mexico,Eddy County,95.7,55.11
New Mexico,Grant County,91.96,42.29
New Mexico,Guadalupe County,93.33,45.25
New Mexico,Harding County,96.71,56.21
New Mexico,Hidalgo County,92.66,42.68
New Mexico,Lea County,93.11,49.83
New Mexico,Lincoln County,94.93,43.06
New Mexico,Los Alamos County,96.47,85.3
New Mexico,Luna County,90.53,31.33
New Mexico,McKinley County,87.58,19.87
New Mexico,Mora County,90.66,42.04
New Mexico,Otero County,90.86,33.53
New Mexico,Quay County,97.47,39.29
New Mexico,Rio Arriba County,92.98,42.84
New Mexico,Roosevelt County,91.39,39.82
New Mexico,Sandoval County,93.45,54.35
New Mexico,San Juan County,91.77,40.39
New Mexico,San Miguel County,94.32,39.53
New Mexico,Santa Fe County,95.11,50.96
New Mexico,Sierra County,92.17,38.05
New Mexico,Socorro County,95.29,42.3
New Mexico,Taos County,91.78,38.36
New Mexico,Torrance County,90.92,40.04
New Mexico,Union County,96.58,47.22
New Mexico,Valencia County,92.29,45.88
New York,Albany County,95.41,71.12
New York,Allegany County,94.8,60.74
New York,Bronx County,89.94,38.89
New York,Broome County,92.37,60.58
New York,Cattaraugus County,94.41,56.36
New York,Cayuga County,95.2,62.85
New York,Chautauqua County,94.52,56.62
New York,Chemung County,94.14,57.73
New York,Chenango County,93.48,59.31
New York,Clinton County,95.51,63.88
New York,Columbia County,94.35,63.72
New York,Cortland County,94.39,68.28
New York,Delaware County,95.73,56.38
New York,Dutchess County,95.04,69.99
New York,Erie County,95.21,65.23
New York,Essex County,95.27,62.76
New York,Franklin County,93.05,59.36
New York,Fulton County,96.02,56.07
New York,Genesee County,96.05,65.57
New York,Greene County,96.28,62.76
New York,Hamilton County,97.89,56.17
New York,Herkimer County,93.88,58.49
New York,Jefferson County,94.25,47.2
New York,Kings County,93.48,51.39
New York,Lewis County,95.09,61.14
New York,Livingston County,95.98,68.77
New York,Madison County,96.12,65.16
New York,Monroe County,94.71,65.96
New York,Montgomery County,94.01,54.99
New York,Nassau County,95.85,76.07
New York,New York County,94.29,66.58
New York,Niagara County,94.76,63.6
New York,Oneida County,95.59,60.01
New York,Onondaga County,94.26,65.07
New York,Ontario County,96.45,67.95
New York,Orange County,95.19,63.5
New York,Orleans County,94,57.93
New York,Oswego County,93.42,58.11
New York,Otsego County,94.25,65.46
New York,Putnam County,95.42,74.58
New York,Queens County,94.04,54.83
New York,Rensselaer County,94.92,69.17
New York,Richmond County,95.07,67.5
New York,Rockland County,94.58,59.13
New York,St. Lawrence County,93.16,60.09
New York,Saratoga County,96.75,75.86
New York,Schenectady County,93.04,62.71
New York,Schoharie County,94.71,64.19
New York,Schuyler County,94.3,56.98
New York,Seneca County,96.2,59.66
New York,Steuben County,94.3,56.9
New York,Suffolk County,95.45,73.8
New York,Sullivan County,92.73,59.75
New York,Tioga County,94.35,62.15
New York,Tompkins County,95.94,73.92
New York,Ulster County,94.63,62.65
New York,Warren County,95.94,65.79
New York,Washington County,94.42,58.13
New York,Wayne County,96.33,63.58
New York,Westchester County,94.26,70.61
New York,Wyoming County,95.33,65.31
New York,Yates County,96.17,50.21
North Carolina,Alamance County,94.75,60.56
North Carolina,Alexander County,94.22,57.63
North Carolina,Alleghany County,96.59,52.05
North Carolina,Anson County,92.56,51.43
North Carolina,Ashe County,95.58,58.87
North Carolina,Avery County,94.32,57.36
North Carolina,Beaufort County,93.14,52.13
North Carolina,Bertie County,90.01,48.22
North Carolina,Bladen County,95.05,46.11
North Carolina,Brunswick County,94.05,56.94
North Carolina,Buncombe County,96.84,60.44
North Carolina,Burke County,93.36,54.05
North Carolina,Cabarrus County,95.03,67.72
North Carolina,Caldwell County,93.55,53.55
North Carolina,Camden County,91.32,59.95
North Carolina,Carteret County,94.69,56.65
North Carolina,Caswell County,94.21,56.63
North Carolina,Catawba County,93.97,58.37
North Carolina,Chatham County,95.62,65.02
North Carolina,Cherokee County,95.12,45.69
North Carolina,Chowan County,94.7,51.3
North Carolina,Clay County,96.51,47.44
North Carolina,Cleveland County,92.59,52.7
North Carolina,Columbus County,94.27,44.2
North Carolina,Craven County,93.86,52
North Carolina,Cumberland County,92.18,37.42
North Carolina,Currituck County,96.71,58.14
North Carolina,Dare County,94.38,65.76
North Carolina,Davidson County,94.53,57.45
North Carolina,Davie County,95.97,61.05
North Carolina,Duplin County,94.06,47.27
North Carolina,Durham County,95.31,64.65
North Carolina,Edgecombe County,91.15,47.28
North Carolina,Forsyth County,95.04,60.58
North Carolina,Franklin County,93.2,57.04
North Carolina,Gaston County,93.99,58.3
North Carolina,Gates County,90.41,62.31
North Carolina,Graham County,96.63,48.83
North Carolina,Granville County,95.29,60.44
North Carolina,Greene County,94.37,48.44
North Carolina,Guilford County,94.14,61.72
North Carolina,Halifax County,93.51,45.48
North Carolina,Harnett County,93.41,47.35
North Carolina,Haywood County,95.95,56.87
North Carolina,Henderson County,96.98,57.95
North Carolina,Hertford County,91.66,48.53
North Carolina,Hoke County,92.13,38.04
North Carolina,Hyde County,95.46,48.19
North Carolina,Iredell County,95.22,64.98
North Carolina,Jackson County,94.2,58.26
North Carolina,Johnston County,95.74,60.1
North Carolina,Jones County,91.59,41.1
North Carolina,Lee County,94.38,51.08
North Carolina,Lenoir County,91.06,45.49
North Carolina,Lincoln County,94.78,62.5
North Carolina,McDowell County,94.32,54.12
North Carolina,Macon County,95.18,50
North Carolina,Madison County,96.61,57.15
North Carolina,Martin County,90.13,52.4
North Carolina,Mecklenburg County,95.27,66.65
North Carolina,Mitchell County,95.46,57.66
North Carolina,Montgomery County,96.5,50.04
North Carolina,Moore County,95.39,52.65
North Carolina,Nash County,92.76,55.68
North Carolina,New Hanover County,94.81,64.9
North Carolina,Northampton County,92.15,53.3
North Carolina,Onslow County,92.04,33.05
North Carolina,Orange County,95.97,76.11
North Carolina,Pamlico County,95.37,50.12
North Carolina,Pasquotank County,93.32,53.06
North Carolina,Pender County,92.46,56.52
North Carolina,Perquimans County,94.69,52.19
North Carolina,Person County,93.95,59.07
North Carolina,Pitt County,91.9,63.96
North Carolina,Polk County,96.34,57.04
North Carolina,Randolph County,95.46,52.29
North Carolina,Richmond County,91.78,47.41
North Carolina,Robeson County,92.65,41.62
North Carolina,Rockingham County,93.65,53.91
North Carolina,Rowan County,93.03,53.56
North Carolina,Rutherford County,93.25,50.08
North Carolina,Sampson County,93.23,46.51
North Carolina,Scotland County,88.27,43.88
North Carolina,Stanly County,95.09,60.46
North Carolina,Stokes County,95.2,59.08
North Carolina,Surry County,95.39,55.59
North Carolina,Swain County,93.95,43.04
North Carolina,Transylvania County,94.6,53.19
North Carolina,Tyrrell County,96.02,55.52
North Carolina,Union County,95.32,71.06
North Carolina,Vance County,92.02,46.91
North Carolina,Wake County,95.81,72.92
North Carolina,Warren County,90.97,47.21
North Carolina,Washington County,92.7,50.8
North Carolina,Watauga County,91.27,69.57
North Carolina,Wayne County,94.6,44.99
North Carolina,Wilkes County,94.71,55.69
North Carolina,Wilson County,91.39,51.47
North Carolina,Yadkin County,94.9,58.74
North Carolina,Yancey County,92.64,52.53
North Dakota,Adams County,99.65,74.98
North Dakota,Barnes County,98.25,73.65
North Dakota,Benson County,96.02,42.82
North Dakota,Billings County,95.92,74.6
North Dakota,Bottineau County,96.35,72.42
North Dakota,Bowman County,95.94,78.76
North Dakota,Burke County,97.81,83.41
North Dakota,Burleigh County,97.51,75.73
North Dakota,Cass County,96.91,76.44
North Dakota,Cavalier County,98.27,76.75
North Dakota,Dickey County,96.97,77.75
North Dakota,Divide County,95.84,61.59
North Dakota,Dunn County,98.24,60.69
North Dakota,Eddy County,98.61,61.07
North Dakota,Emmons County,98.12,73.82
North Dakota,Foster County,99.77,77.82
North Dakota,Golden Valley County,96.93,72.28
North Dakota,Grand Forks County,96.09,72.86
North Dakota,Grant County,98.8,70.68
North Dakota,Griggs County,98.55,78.82
North Dakota,Hettinger County,95.21,65.77
North Dakota,Kidder County,99.03,64.81
North Dakota,LaMoure County,99.21,75.01
North Dakota,Logan County,99.44,80.18
North Dakota,McHenry County,95.5,69.35
North Dakota,McIntosh County,99.2,66.49
North Dakota,McKenzie County,96.68,70.38
North Dakota,McLean County,98.45,75.56
North Dakota,Mercer County,98.12,68.28
North Dakota,Morton County,97.98,76.23
North Dakota,Mountrail County,95.66,65.01
North Dakota,Nelson County,99.65,68.46
North Dakota,Oliver County,97.26,72.96
North Dakota,Pembina County,95.52,67.51
North Dakota,Pierce County,98.64,72.62
North Dakota,Ramsey County,99.4,64.69
North Dakota,Ransom County,96.76,73.73
North Dakota,Renville County,98.22,70.73
North Dakota,Richland County,97.02,71.28
North Dakota,Rolette County,93.18,34.5
North Dakota,Sargent County,98.64,77.4
North Dakota,Sheridan County,98.28,65.32
North Dakota,Sioux County,83.21,33.19
North Dakota,Slope County,97.91,82.11
North Dakota,Stark County,97.29,75.84
North Dakota,Steele County,99.45,75.62
North Dakota,Stutsman County,95.52,68.62
North Dakota,Towner County,97.95,71.06
North Dakota,Traill County,97.24,72.93
North Dakota,Walsh County,97.72,68.96
North Dakota,Ward County,96.03,68.9
North Dakota,Wells County,96.63,74.38
North Dakota,Williams County,96.57,73.69
Ohio,Adams County,93.4,47.46
Ohio,Allen County,94.36,61.99
Ohio,Ashland County,96.22,64.7
Ohio,Ashtabula County,92.84,52.59
Ohio,Athens County,94.16,64.44
Ohio,Auglaize County,96.71,76.33
Ohio,Belmont County,94.39,62.35
Ohio,Brown County,95.65,59.05
Ohio,Butler County,95.07,68.37
Ohio,Carroll County,96.3,59.99
Ohio,Champaign County,94.19,66.8
Ohio,Clark County,93.19,54.45
Ohio,Clermont County,95.77,67.9
Ohio,Clinton County,94.4,59.2
Ohio,Columbiana County,94.03,58.02
Ohio,Coshocton County,93.88,52.21
Ohio,Crawford County,94.53,60.5
Ohio,Cuyahoga County,92.55,59.44
Ohio,Darke County,97.27,64.78
Ohio,Defiance County,95.59,67.26
Ohio,Delaware County,97.46,81.34
Ohio,Erie County,94.31,65
Ohio,Fairfield County,96.11,66.96
Ohio,Fayette County,95.06,56.97
Ohio,Franklin County,95.15,63.97
Ohio,Fulton County,95.58,68.65
Ohio,Gallia County,95.51,53.39
Ohio,Geauga County,97.22,73.91
Ohio,Greene County,94.9,63.99
Ohio,Guernsey County,94.99,55.05
Ohio,Hamilton County,94.62,65.28
Ohio,Hancock County,96.32,72.07
Ohio,Hardin County,94.93,60.71
Ohio,Harrison County,94.06,50.47
Ohio,Henry County,95.49,69.28
Ohio,Highland County,95.19,50.37
Ohio,Hocking County,96.19,55.11
Ohio,Holmes County,97.67,41.98
Ohio,Huron County,95.34,64.15
Ohio,Jackson County,93.1,56.43
Ohio,Jefferson County,94.39,58.29
Ohio,Knox County,95.79,60.68
Ohio,Lake County,95.21,70.15
Ohio,Lawrence County,95.02,50.75
Ohio,Licking County,96.27,65.06
Ohio,Logan County,95.53,65.47
Ohio,Lorain County,95.11,64.7
Ohio,Lucas County,92.83,59.55
Ohio,Madison County,96.16,65.29
Ohio,Mahoning County,92.08,55.82
Ohio,Marion County,93.93,56.47
Ohio,Medina County,97.14,75.11
Ohio,Meigs County,91.67,47.89
Ohio,Mercer County,97.5,76.46
Ohio,Miami County,95.83,66.79
Ohio,Monroe County,95.26,58.03
Ohio,Montgomery County,93.74,57.46
Ohio,Morgan County,96.01,50.17
Ohio,Morrow County,97.34,60.63
Ohio,Muskingum County,94.7,57.1
Ohio,Noble County,95.23,55.49
Ohio,Ottawa County,96.3,68.56
Ohio,Paulding County,95.5,66.34
Ohio,Perry County,93.88,54.95
Ohio,Pickaway County,95.56,64.46
Ohio,Pike County,94.95,51.22
Ohio,Portage County,94.2,68.89
Ohio,Preble County,96.76,65.8
Ohio,Putnam County,96.84,79.3
Ohio,Richland County,94.29,57.89
Ohio,Ross County,93.97,57.41
Ohio,Sandusky County,95.48,61.94
Ohio,Scioto County,93.06,48.67
Ohio,Seneca County,95.84,63.81
Ohio,Shelby County,94.79,70.91
Ohio,Stark County,94.85,62.09
Ohio,Summit County,94.18,63.08
Ohio,Trumbull County,95.19,55.35
Ohio,Tuscarawas County,94.48,60.81
Ohio,Union County,97.21,79.56
Ohio,Van Wert County,94.91,71.34
Ohio,Vinton County,94.24,48.24
Ohio,Warren County,96.58,78.74
Ohio,Washington County,95.44,59.52
Ohio,Wayne County,96.66,62.21
Ohio,Williams County,96.17,65.46
Ohio,Wood County,95.12,75.4
Ohio,Wyandot County,96.72,69.41
Oklahoma,Adair County,94.68,32.41
Oklahoma,Alfalfa County,96.52,68.58
Oklahoma,Atoka County,95.71,45.88
Oklahoma,Beaver County,95.99,64.31
Oklahoma,Beckham County,95.63,60.9
Oklahoma,Blaine County,94.07,61.16
Oklahoma,Bryan County,94.35,48.24
Oklahoma,Caddo County,93.11,48.74
Oklahoma,Canadian County,95.84,66.18
Oklahoma,Carter County,95.36,52.27
Oklahoma,Cherokee County,92.32,46.57
Oklahoma,Choctaw County,92.86,37.41
Oklahoma,Cimarron County,99.59,55.48
Oklahoma,Cleveland County,95.38,66.23
Oklahoma,Coal County,93.92,40.4
Oklahoma,Comanche County,93.21,43.1
Oklahoma,Cotton County,95.44,52.2
Oklahoma,Craig County,95.36,50.29
Oklahoma,Creek County,95.91,55.52
Oklahoma,Custer County,97.22,63.98
Oklahoma,Delaware County,93.98,45.51
Oklahoma,Dewey County,97.6,61.45
Oklahoma,Ellis County,93.89,62.22
Oklahoma,Garfield County,94.92,55.39
Oklahoma,Garvin County,96.82,52.19
Oklahoma,Grady County,95.57,60.11
Oklahoma,Grant County,96.48,58.93
Oklahoma,Greer County,94.8,43.72
Oklahoma,Harmon County,93.14,51.49
Oklahoma,Harper County,96.49,56.88
Oklahoma,Haskell County,92.04,42.36
Oklahoma,Hughes County,91.85,47.26
Oklahoma,Jackson County,96.11,51.13
Oklahoma,Jefferson County,94.2,45.44
Oklahoma,Johnston County,93.54,46.61
Oklahoma,Kay County,93.44,53.19
Oklahoma,Kingfisher County,96.25,65.26
Oklahoma,Kiowa County,96.77,50.56
Oklahoma,Latimer County,90.05,42.61
Oklahoma,Le Flore County,94.71,41.59
Oklahoma,Lincoln County,96,57.38
Oklahoma,Logan County,96,62.31
Oklahoma,Love County,94.18,56.48
Oklahoma,McClain County,96.62,67.61
Oklahoma,McCurtain County,94.58,40.22
Oklahoma,McIntosh County,94.66,41.36
Oklahoma,Major County,97.19,63.85
Oklahoma,Marshall County,96.64,48.02
Oklahoma,Mayes County,94.55,48.29
Oklahoma,Murray County,96.39,55.64
Oklahoma,Muskogee County,93.59,46.25
Oklahoma,Noble County,94.63,62.6
Oklahoma,Nowata County,93.84,54.31
Oklahoma,Okfuskee County,94.35,39.46
Oklahoma,Oklahoma County,95.31,56.19
Oklahoma,Okmulgee County,92.02,48.52
Oklahoma,Osage County,93.95,56.31
Oklahoma,Ottawa County,95.1,46.69
Oklahoma,Pawnee County,96.07,53.86
Oklahoma,Payne County,96.14,68.22
Oklahoma,Pittsburg County,93.37,49.93
Oklahoma,Pontotoc County,95.09,55.72
Oklahoma,Pottawatomie County,93.68,55.88
Oklahoma,Pushmataha County,91.92,40.05
Oklahoma,Roger Mills County,94.32,55.83
Oklahoma,Rogers County,95.52,65.54
Oklahoma,Seminole County,91.42,44.05
Oklahoma,Sequoyah County,94.15,39.67
Oklahoma,Stephens County,93.51,50.15
Oklahoma,Texas County,97.32,60.92
Oklahoma,Tillman County,94.04,48.94
Oklahoma,Tulsa County,94.59,59.88
Oklahoma,Wagoner County,94.66,62.14
Oklahoma,Washington County,95.13,57.28
Oklahoma,Washita County,94.23,57.63
Oklahoma,Woods County,94.87,67.85
Oklahoma,Woodward County,95.8,59.91
Oregon,Baker County,93.13,48.54
Oregon,Benton County,93.91,69.29
Oregon,Clackamas County,95.47,70.32
Oregon,Clatsop County,95.65,51.06
Oregon,Columbia County,94.21,61.34
Oregon,Coos County,93,46.39
Oregon,Crook County,95.02,52.94
Oregon,Curry County,91.34,49.6
Oregon,Deschutes County,94.43,60.06
Oregon,Douglas County,94.05,48.56
Oregon,Gilliam County,94.34,59.73
Oregon,Grant County,90.88,59.77
Oregon,Harney County,92.96,54.35
Oregon,Hood River County,94.97,59.23
Oregon,Jackson County,94.86,55.05
Oregon,Jefferson County,90.51,49.01
Oregon,Josephine County,92.55,44.33
Oregon,Klamath County,92.55,45.55
Oregon,Lake County,92.55,50.69
Oregon,Lane County,92.89,56.41
Oregon,Lincoln County,92.9,45.88
Oregon,Linn County,93.19,56.9
Oregon,Malheur County,93.79,43.94
Oregon,Marion County,94.66,55.8
Oregon,Morrow County,96.39,56.14
Oregon,Multnomah County,94.77,65.47
Oregon,Polk County,94.37,62.72
Oregon,Sherman County,98.15,55.96
Oregon,Tillamook County,95.35,52.77
Oregon,Umatilla County,93.08,57.03
Oregon,Union County,94.56,56.05
Oregon,Wallowa County,95,55.73
Oregon,Wasco County,93.4,52.36
Oregon,Washington County,95.56,71.59
Oregon,Wheeler County,95.64,42.77
Oregon,Yamhill County,96.67,61.79
Pennsylvania,Adams County,96.15,69.63
Pennsylvania,Allegheny County,95.14,70.58
Pennsylvania,Armstrong County,94.51,63.7
Pennsylvania,Beaver County,94.94,66.49
Pennsylvania,Bedford County,95.54,59.96
Pennsylvania,Berks County,94.42,65.25
Pennsylvania,Blair County,95.32,59.35
Pennsylvania,Bradford County,95.26,62.21
Pennsylvania,Bucks County,95.83,76.82
Pennsylvania,Butler County,95.42,74.67
Pennsylvania,Cambria County,94.82,61.45
Pennsylvania,Cameron County,89.76,53.61
Pennsylvania,Carbon County,94.88,63.11
Pennsylvania,Centre County,95.94,77.55
Pennsylvania,Chester County,95.89,76.43
Pennsylvania,Clarion County,94.03,62.66
Pennsylvania,Clearfield County,92.61,58.79
Pennsylvania,Clinton County,94.23,60.18
Pennsylvania,Columbia County,95.54,67.81
Pennsylvania,Crawford County,94.17,59.17
Pennsylvania,Cumberland County,96.54,71.59
Pennsylvania,Dauphin County,95.64,65.21
Pennsylvania,Delaware County,93.81,69.17
Pennsylvania,Elk County,93.99,64.49
Pennsylvania,Erie County,94.59,61.18
Pennsylvania,Fayette County,92.69,58.33
Pennsylvania,Forest County,94.64,50.28
Pennsylvania,Franklin County,96.08,63.09
Pennsylvania,Fulton County,94.75,64.1
Pennsylvania,Greene County,95.08,64.22
Pennsylvania,Huntingdon County,94.62,62.77
Pennsylvania,Indiana County,92.79,63.79
Pennsylvania,Jefferson County,95.47,56.31
Pennsylvania,Juniata County,97.17,62.26
Pennsylvania,Lackawanna County,95.76,64.25
Pennsylvania,Lancaster County,96.38,63.41
Pennsylvania,Lawrence County,93.63,60.08
Pennsylvania,Lebanon County,95.1,61.61
Pennsylvania,Lehigh County,93.79,63.73
Pennsylvania,Luzerne County,93.95,61.62
Pennsylvania,Lycoming County,94.92,62.74
Pennsylvania,McKean County,93.51,60.1
Pennsylvania,Mercer County,94.19,57.91
Pennsylvania,Mifflin County,96.5,56.89
Pennsylvania,Monroe County,93.77,63.66
Pennsylvania,Montgomery County,95.52,77.92
Pennsylvania,Montour County,98.3,67.12
Pennsylvania,Northampton County,95.42,71.22
Pennsylvania,Northumberland County,95.77,62.32
Pennsylvania,Perry County,96.62,66.82
Pennsylvania,Philadelphia County,91.21,51.26
Pennsylvania,Pike County,92.17,64.11
Pennsylvania,Potter County,93.23,54.71
Pennsylvania,Schuylkill County,94.8,62.94
Pennsylvania,Snyder County,97.54,64.81
Pennsylvania,Somerset County,95.16,63.32
Pennsylvania,Sullivan County,94.96,58.47
Pennsylvania,Susquehanna County,93.87,62.15
Pennsylvania,Tioga County,94.79,60.21
Pennsylvania,Union County,97.14,67.5
Pennsylvania,Venango County,93.43,57.11
Pennsylvania,Warren County,95.62,62.56
Pennsylvania,Washington County,94.6,69.96
Pennsylvania,Wayne County,94.89,61.57
Pennsylvania,Westmoreland County,95.33,69.62
Pennsylvania,Wyoming County,95.08,66.67
Pennsylvania,York County,95.37,68.83
Rhode Island,Bristol County,96.56,74.89
Rhode Island,Kent County,95.73,69.6
Rhode Island,Newport County,94.2,67.99
Rhode Island,Providence County,94.1,60.5
Rhode Island,Washington County,94.1,72.66
South Carolina,Abbeville County,94.99,51.65
South Carolina,Aiken County,92.69,57.47
South Carolina,Allendale County,87.13,41.78
South Carolina,Anderson County,94.54,59.08
South Carolina,Bamberg County,92.95,47.34
South Carolina,Barnwell County,93.38,48.06
South Carolina,Beaufort County,95.45,56.45
South Carolina,Berkeley County,95.68,55.42
