state,county,pct_employed,pct_private
Kansas,Douglas County,95.67,74.84
Kansas,Edwards County,98.13,65.74
Kansas,Elk County,94.05,51.67
Kansas,Ellis County,96.61,74.71
Kansas,Ellsworth County,98.25,66.4
Kansas,Finney County,95.82,67.39
Kansas,Ford County,95.32,66.95
Kansas,Franklin County,96.93,68.33
Kansas,Geary County,96.12,39.04
Kansas,Gove County,97.11,66.05
Kansas,Graham County,95.93,63.35
Kansas,Grant County,93.92,58.5
Kansas,Gray County,97.68,69.98
Kansas,Greeley County,100,72.29
Kansas,Greenwood County,97.73,63.27
Kansas,Hamilton County,100,57.76
Kansas,Harper County,95.13,59.44
Kansas,Harvey County,96.53,68.57
Kansas,Haskell County,97.49,62.98
Kansas,Hodgeman County,96.64,69.55
Kansas,Jackson County,95.83,67.14
Kansas,Jefferson County,96.51,73.34
Kansas,Jewell County,98.64,60.1
Kansas,Johnson County,96.85,80.1
Kansas,Kearny County,98.42,59.76
Kansas,Kingman County,96.12,72.79
Kansas,Kiowa County,97.19,68.21
Kansas,Labette County,97.11,59.05
Kansas,Lane County,97.55,65.26
Kansas,Leavenworth County,94.31,60.53
Kansas,Lincoln County,98.25,66.71
Kansas,Linn County,95.1,59.55
Kansas,Logan County,99.36,64.95
Kansas,Lyon County,95.98,67.86
Kansas,McPherson County,98.66,73.34
Kansas,Marion County,95.97,67.04
Kansas,Marshall County,97.44,70.16
Kansas,Meade County,97.74,64.87
Kansas,Miami County,98.18,72.79
Kansas,Mitchell County,97.16,64.44
Kansas,Montgomery County,94.81,56.07
Kansas,Morris County,97.28,64.89
Kansas,Morton County,98.57,63.84
Kansas,Nemaha County,98.04,73.53
Kansas,Neosho County,96.45,62.69
Kansas,Ness County,98.69,74.64
Kansas,Norton County,96.84,66.98
Kansas,Osage County,95.87,62.61
Kansas,Osborne County,98.04,66.57
Kansas,Ottawa County,97.65,69.21
Kansas,Pawnee County,98.21,63.98
Kansas,Phillips County,97.55,66.48
Kansas,Pottawatomie County,97.78,72.46
Kansas,Pratt County,96.66,67.31
Kansas,Rawlins County,99.19,66.44
Kansas,Reno County,95.65,63.57
Kansas,Republic County,98.98,66.33
Kansas,Rice County,95.45,70.85
Kansas,Riley County,94.96,67.61
Kansas,Rooks County,97.82,64.91
Kansas,Rush County,96.41,78.1
Kansas,Russell County,95.62,66.79
Kansas,Saline County,96.03,62.36
Kansas,Scott County,99.16,74.27
Kansas,Sedgwick County,94.81,62.92
Kansas,Seward County,96.4,60.12
Kansas,Shawnee County,95.88,66.95
Kansas,Sheridan County,97.64,71.66
Kansas,Sherman County,94.62,65.97
Kansas,Smith County,97.31,64.56
Kansas,Stafford County,95.6,70.12
Kansas,Stanton County,97.82,56.5
Kansas,Stevens County,93.24,61.06
Kansas,Sumner County,94.86,66.43
Kansas,Thomas County,98.73,74.53
Kansas,Trego County,97.89,68.07
Kansas,Wabaunsee County,97.98,68.02
Kansas,Wallace County,99.58,71.13
Kansas,Washington County,98.33,71.05
Kansas,Wichita County,96.05,76.14
Kansas,Wilson County,95.53,65.09
Kansas,Woodson County,91.64,61.2
Kansas,Wyandotte County,93.7,50.23
Kentucky,Adair County,92.9,51.9
Kentucky,Allen County,94.24,51.08
Kentucky,Anderson County,93.95,62.54
Kentucky,Ballard County,94.5,53.66
Kentucky,Barren County,93.27,50.51
Kentucky,Bath County,96.52,47
Kentucky,Bell County,90.37,33.77
Kentucky,Boone County,96.45,70.29
Kentucky,Bourbon County,94.44,58.41
Kentucky,Boyd County,92.11,49.97
Kentucky,Boyle County,94.16,57.86
Kentucky,Bracken County,95.23,57.5
Kentucky,Breathitt County,90.87,37.41
Kentucky,Breckinridge County,92.18,53.62
Kentucky,Bullitt County,94.97,68
Kentucky,Butler County,92.61,48.68
Kentucky,Caldwell County,93.77,55.31
Kentucky,Calloway County,95.74,61.88
Kentucky,Campbell County,95.75,70.78
Kentucky,Carlisle County,95.32,47.05
Kentucky,Carroll County,89.81,49.81
Kentucky,Carter County,94.9,43.64
Kentucky,Casey County,91.6,37.96
Kentucky,Christian County,92.32,38.91
Kentucky,Clark County,95,55.73
Kentucky,Clay County,90.5,28.27
Kentucky,Clinton County,93.24,37.85
Kentucky,Crittenden County,97.09,52.82
Kentucky,Cumberland County,95.77,48.4
Kentucky,Daviess County,95.64,60.63
Kentucky,Edmonson County,91.42,48.28
Kentucky,Elliott County,98.16,37.89
Kentucky,Estill County,89.93,41.97
Kentucky,Fayette County,94.77,65.88
Kentucky,Fleming County,91.6,46.51
Kentucky,Floyd County,90.73,40.5
Kentucky,Franklin County,95.17,63.55
Kentucky,Fulton County,94.14,37.55
Kentucky,Gallatin County,94.12,57.24
Kentucky,Garrard County,94.73,57
Kentucky,Grant County,95.15,56.97
Kentucky,Graves County,94.78,52.04
Kentucky,Grayson County,96.48,46.93
Kentucky,Green County,94.6,43.22
Kentucky,Greenup County,94.53,57.89
Kentucky,Hancock County,94.95,61.67
Kentucky,Hardin County,93.33,50.92
Kentucky,Harlan County,87.47,34.63
Kentucky,Harrison County,96.08,55.52
Kentucky,Hart County,95.98,46.16
Kentucky,Henderson County,96.15,57.08
Kentucky,Henry County,95.28,52.05
Kentucky,Hickman County,93.56,48.54
Kentucky,Hopkins County,93.56,55.33
Kentucky,Jackson County,93.7,41.87
Kentucky,Jefferson County,94.69,62.79
Kentucky,Jessamine County,95.13,62.58
Kentucky,Johnson County,91.1,44.5
Kentucky,Kenton County,96.08,67.2
Kentucky,Knott County,90.02,35.29
Kentucky,Knox County,93.68,33.76
Kentucky,Larue County,97.61,56.42
Kentucky,Laurel County,95.03,45.66
Kentucky,Lawrence County,94.17,42.46
Kentucky,Lee County,89.86,37.77
Kentucky,Leslie County,94.34,37.08
Kentucky,Letcher County,90.92,36.74
Kentucky,Lewis County,93.56,40.34
Kentucky,Lincoln County,92.64,48.58
Kentucky,Livingston County,94.16,60.36
Kentucky,Logan County,95.29,56.25
Kentucky,Lyon County,96.8,58.59
Kentucky,McCracken County,96.47,55.39
Kentucky,McCreary County,92.28,33.25
Kentucky,McLean County,94.35,60
Kentucky,Madison County,93.47,59.46
Kentucky,Magoffin County,87.82,41.44
Kentucky,Marion County,92.11,54.66
Kentucky,Marshall County,96.4,59.62
Kentucky,Martin County,93.67,50.84
Kentucky,Mason County,95.78,55.95
Kentucky,Meade County,94.81,55.33
Kentucky,Menifee County,95.41,37.38
Kentucky,Mercer County,93.97,59.42
Kentucky,Metcalfe County,96.91,47.46
Kentucky,Monroe County,96.49,43.45
Kentucky,Montgomery County,94.68,51.33
Kentucky,Morgan County,94.56,42.63
Kentucky,Muhlenberg County,95.03,54.8
Kentucky,Nelson County,96.67,65.09
Kentucky,Nicholas County,95.02,45.75
Kentucky,Ohio County,94.53,50.51
Kentucky,Oldham County,96.37,78.28
Kentucky,Owen County,96.05,57.15
Kentucky,Owsley County,89,30.54
Kentucky,Pendleton County,96.02,58.2
Kentucky,Perry County,90.68,43.69
Kentucky,Pike County,92.03,46.85
Kentucky,Powell County,94.06,50.66
Kentucky,Pulaski County,93.95,48.28
Kentucky,Robertson County,92.29,44.14
Kentucky,Rockcastle County,91.12,48.43
Kentucky,Rowan County,96.09,55.78
Kentucky,Russell County,93.59,45.99
Kentucky,Scott County,96.72,72.49
Kentucky,Shelby County,96.2,64.1
Kentucky,Simpson County,94.14,59.29
Kentucky,Spencer County,95.24,72.7
Kentucky,Taylor County,95.13,55.35
Kentucky,Todd County,94.42,41.7
Kentucky,Trigg County,92.08,48.15
Kentucky,Trimble County,90.09,55.23
Kentucky,Union County,94.9,62.05
Kentucky,Warren County,95.18,62.45
Kentucky,Washington County,95.46,58.98
Kentucky,Wayne County,94.29,45.67
Kentucky,Webster County,95.62,57.37
Kentucky,Whitley County,93.43,45.83
Kentucky,Wolfe County,74.57,27.9
Kentucky,Woodford County,96.71,65.27
Louisiana,Acadia Parish,90.35,49.95
Louisiana,Allen Parish,91.26,52.6
Louisiana,Ascension Parish,93.98,69.45
Louisiana,Assumption Parish,94.88,52.53
Louisiana,Avoyelles Parish,93.65,44.12
Louisiana,Beauregard Parish,92.15,48.01
Louisiana,Bienville Parish,94.69,37.27
Louisiana,Bossier Parish,94.63,53.69
Louisiana,Caddo Parish,93.12,47.27
Louisiana,Calcasieu Parish,94.15,56.35
Louisiana,Caldwell Parish,90.6,39.86
Louisiana,Cameron Parish,98.09,59.61
Louisiana,Catahoula Parish,92.26,50.58
Louisiana,Claiborne Parish,95.98,42.14
Louisiana,Concordia Parish,90.82,41.01
Louisiana,De Soto Parish,90.88,47.65
Louisiana,East Baton Rouge Parish,93.42,59.59
Louisiana,East Carroll Parish,93.61,25.52
Louisiana,East Feliciana Parish,93.27,58.16
Louisiana,Evangeline Parish,86.68,40.23
Louisiana,Franklin Parish,91.75,40.17
Louisiana,Grant Parish,95.9,49.52
Louisiana,Iberia Parish,91.29,47.32
Louisiana,Iberville Parish,90.39,52.86
Louisiana,Jackson Parish,95.61,44.66
Louisiana,Jefferson Parish,94.62,52.09
Louisiana,Jefferson Davis Parish,92.58,53.07
Louisiana,Lafayette Parish,94.93,61.95
Louisiana,Lafourche Parish,92.99,55.72
Louisiana,La Salle Parish,95.57,52.68
Louisiana,Lincoln Parish,95.32,57.12
Louisiana,Livingston Parish,94.85,62.07
Louisiana,Madison Parish,90.19,35.73
Louisiana,Morehouse Parish,94.23,46.16
Louisiana,Natchitoches Parish,86.91,45.09
Louisiana,Orleans Parish,91.46,49.36
Louisiana,Ouachita Parish,94.56,49.89
Louisiana,Plaquemines Parish,96.76,50.47
Louisiana,Pointe Coupee Parish,94.56,50.08
Louisiana,Rapides Parish,94.17,49.04
Louisiana,Red River Parish,95.79,40.7
Louisiana,Richland Parish,93.43,38.85
Louisiana,Sabine Parish,91.37,43.81
Louisiana,St. Bernard Parish,91.03,44.88
Louisiana,St. Charles Parish,93.93,63.17
Louisiana,St. Helena Parish,82.67,47.21
Louisiana,St. James Parish,95.11,59.22
Louisiana,St. John the Baptist Parish,91.47,52.7
Louisiana,St. Landry Parish,94.8,51.82
Louisiana,St. Martin Parish,92.7,49.22
Louisiana,St. Mary Parish,93.28,41.39
Louisiana,St. Tammany Parish,94.66,60.92
Louisiana,Tangipahoa Parish,92.9,51.44
Louisiana,Tensas Parish,85.66,28.89
Louisiana,Terrebonne Parish,93.67,51.71
Louisiana,Union Parish,95.96,48.47
Louisiana,Vermilion Parish,92.64,52.95
Louisiana,Vernon Parish,92.47,35.8
Louisiana,Washington Parish,90.55,40.79
Louisiana,Webster Parish,95.12,44.05
Louisiana,West Baton Rouge Parish,92.08,63.56
Louisiana,West Carroll Parish,92.72,44.96
Louisiana,West Feliciana Parish,91.74,57.48
Louisiana,Winn Parish,94.35,51.88
Maine,Androscoggin County,95.48,60.09
Maine,Aroostook County,95.11,50.4
Maine,Cumberland County,96.78,71.41
Maine,Franklin County,95.24,54.56
Maine,Hancock County,96.42,62.28
Maine,Kennebec County,96.28,61.62
Maine,Knox County,96.5,59.05
Maine,Lincoln County,96.15,55.62
Maine,Oxford County,93.9,53.46
Maine,Penobscot County,95.36,59.17
Maine,Piscataquis County,94.5,50.39
Maine,Sagadahoc County,96.12,65.08
Maine,Somerset County,95.26,49.27
Maine,Waldo County,95.22,56.72
Maine,Washington County,92.89,45.42
Maine,York County,96.51,68.16
Maryland,Allegany County,92.54,58.38
Maryland,Anne Arundel County,95.75,70.5
Maryland,Baltimore County,94.96,68.23
Maryland,Calvert County,96.2,73.49
Maryland,Caroline County,95.14,53.01
Maryland,Carroll County,96.56,78.12
Maryland,Cecil County,94.79,65.3
Maryland,Charles County,95.63,69.25
Maryland,Dorchester County,92.75,52.61
Maryland,Frederick County,95.92,74.46
Maryland,Garrett County,95.85,56.92
Maryland,Harford County,95.85,72.48
Maryland,Howard County,96.13,77.77
Maryland,Kent County,96.69,62.54
Maryland,Montgomery County,95.36,71.61
Maryland,Prince George's County,93.62,61.73
Maryland,Queen Anne's County,96.88,70.38
Maryland,St. Mary's County,96.51,63.76
Maryland,Somerset County,90.77,53.44
Maryland,Talbot County,97.08,64.16
Maryland,Washington County,94.51,62.47
Maryland,Wicomico County,92.1,56.13
Maryland,Worcester County,94.11,60.18
Maryland,Baltimore city,92.44,53.22
Massachusetts,Barnstable County,95.95,62.64
Massachusetts,Berkshire County,94.86,61.89
Massachusetts,Bristol County,94.57,61.73
Massachusetts,Dukes County,94.94,63.5
Massachusetts,Essex County,94.8,65.06
Massachusetts,Franklin County,94.58,61.45
Massachusetts,Hampden County,93.8,54.96
Massachusetts,Hampshire County,94.38,73.51
Massachusetts,Middlesex County,95.82,75.12
Massachusetts,Nantucket County,94.16,67.48
Massachusetts,Norfolk County,95.54,76.92
Massachusetts,Plymouth County,94.91,69.49
Massachusetts,Suffolk County,93.17,61.57
Massachusetts,Worcester County,95.16,66.97
Michigan,Alcona County,93.93,52.23
Michigan,Alger County,95.3,56.7
Michigan,Allegan County,96.6,70.73
Michigan,Alpena County,92.52,52.02
Michigan,Antrim County,95.76,60.25
Michigan,Arenac County,93.24,56.22
Michigan,Baraga County,95.89,52.36
Michigan,Barry County,94.69,71.54
Michigan,Bay County,94.08,61.83
Michigan,Benzie County,95.11,63.68
Michigan,Berrien County,93.83,59.28
Michigan,Branch County,94.84,58.92
Michigan,Calhoun County,93.61,61.28
Michigan,Cass County,94.21,61.62
Michigan,Charlevoix County,95.18,61.83
Michigan,Cheboygan County,92.58,53.91
Michigan,Chippewa County,91.01,55.21
Michigan,Clare County,89.97,43.93
Michigan,Clinton County,96.58,75.78
Michigan,Crawford County,92.58,52.96
Michigan,Delta County,94.89,55.62
Michigan,Dickinson County,96.18,64.54
Michigan,Eaton County,95.4,70.61
Michigan,Emmet County,96.02,62.51
Michigan,Genesee County,91.06,55.74
Michigan,Gladwin County,93.78,52.93
Michigan,Gogebic County,95.51,55.04
Michigan,Grand Traverse County,96.2,68.12
Michigan,Gratiot County,95.19,65.47
Michigan,Hillsdale County,95.93,60.66
Michigan,Houghton County,94.14,62.18
Michigan,Huron County,94.94,62.21
Michigan,Ingham County,93.25,67.91
Michigan,Ionia County,94.9,67.16
Michigan,Iosco County,92.56,50.83
Michigan,Iron County,94.84,54.95
Michigan,Isabella County,92.72,63.8
Michigan,Jackson County,93.72,60.54
Michigan,Kalamazoo County,93.77,69.06
Michigan,Kalkaska County,94.08,53.53
Michigan,Kent County,95.4,68.22
Michigan,Keweenaw County,94.39,55.7
Michigan,Lake County,94.2,43.15
Michigan,Lapeer County,94.12,66.25
Michigan,Leelanau County,95.85,68.37
Michigan,Lenawee County,95.16,65.74
Michigan,Livingston County,96.15,78.3
Michigan,Luce County,93.36,55.25
Michigan,Mackinac County,90.78,55.13
Michigan,Macomb County,94.41,68.08
Michigan,Manistee County,92.7,59.72
Michigan,Marquette County,94.17,64.27
Michigan,Mason County,95.48,57.25
Michigan,Mecosta County,93.8,57.9
Michigan,Menominee County,94.63,61.31
Michigan,Midland County,95.53,68.98
Michigan,Missaukee County,92.15,56.33
Michigan,Monroe County,95.05,71.04
Michigan,Montcalm County,95.95,57.91
Michigan,Montmorency County,92.84,52.66
Michigan,Muskegon County,92.79,59.81
Michigan,Newaygo County,94.79,55.03
Michigan,Oakland County,95.34,76.08
Michigan,Oceana County,94.03,51.8
Michigan,Ogemaw County,91.98,49.55
Michigan,Ontonagon County,94.07,52.47
Michigan,Osceola County,92.39,54.7
Michigan,Oscoda County,90.67,44.62
Michigan,Otsego County,94.34,61.38
Michigan,Ottawa County,95.97,75.96
Michigan,Presque Isle County,93.62,55.84
Michigan,Roscommon County,91.64,49.3
Michigan,Saginaw County,93.48,60.97
Michigan,St. Clair County,93.37,62.42
Michigan,St. Joseph County,95.79,58.13
Michigan,Sanilac County,93.92,58.08
Michigan,Schoolcraft County,92.57,53.07
Michigan,Shiawassee County,96.05,65.77
Michigan,Tuscola County,93.37,61.57
Michigan,Van Buren County,94.84,57.61
Michigan,Washtenaw County,95.46,77.77
Michigan,Wayne County,91.1,53.96
Michigan,Wexford County,93.93,56.49
Minnesota,Aitkin County,94.92,54.67
Minnesota,Anoka County,96.37,73.17
Minnesota,Becker County,96.2,57.8
Minnesota,Beltrami County,93.94,53.69
Minnesota,Benton County,96.67,66.61
Minnesota,Big Stone County,97.24,62.25
Minnesota,Blue Earth County,96.06,71.54
Minnesota,Brown County,97.69,74.38
Minnesota,Carlton County,95.23,65.77
Minnesota,Carver County,97.51,83.35
Minnesota,Cass County,93.77,52.15
Minnesota,Chippewa County,94.65,64.53
Minnesota,Chisago County,96.32,72.99
Minnesota,Clay County,96.85,69.95
Minnesota,Clearwater County,93,51.66
Minnesota,Cook County,98.29,63.08
Minnesota,Cottonwood County,95.36,68.62
Minnesota,Crow Wing County,96.07,61.64
Minnesota,Dakota County,96.54,75.96
Minnesota,Dodge County,97.46,74.53
Minnesota,Douglas County,97.61,71.76
Minnesota,Faribault County,96.52,66.47
Minnesota,Fillmore County,97.48,65.97
Minnesota,Freeborn County,96.14,60.61
Minnesota,Goodhue County,96.43,68.52
Minnesota,Grant County,95.08,58.11
Minnesota,Hennepin County,96.01,71.65
Minnesota,Houston County,98.17,68.85
Minnesota,Hubbard County,96,57.75
Minnesota,Isanti County,95.47,68.34
Minnesota,Itasca County,94.18,59.2
Minnesota,Jackson County,97.3,69.93
Minnesota,Kanabec County,95.95,57.67
Minnesota,Kandiyohi County,96.27,62.4
Minnesota,Kittson County,95.89,64.69
Minnesota,Koochiching County,94.16,60.19
Minnesota,Lac qui Parle County,97.19,67.05
Minnesota,Lake County,97.2,65.68
Minnesota,Lake of the Woods County,95.77,64.75
Minnesota,Le Sueur County,96.69,70.36
Minnesota,Lincoln County,97.12,66.84
Minnesota,Lyon County,96.9,64.75
Minnesota,McLeod County,97.34,69.49
Minnesota,Mahnomen County,90.95,35.75
Minnesota,Marshall County,97.94,68.12
Minnesota,Martin County,95.45,61.63
Minnesota,Meeker County,97.62,67.39
Minnesota,Mille Lacs County,94.24,58.12
Minnesota,Morrison County,95.85,60.63
Minnesota,Mower County,96.94,61.3
Minnesota,Murray County,97.19,64.52
Minnesota,Nicollet County,97.68,73.87
Minnesota,Nobles County,97.57,59.93
Minnesota,Norman County,95.06,62.13
Minnesota,Olmsted County,96.61,74.48
Minnesota,Todd County,96.1,65.51
Minnesota,Pennington County,96.51,70.41
Minnesota,Pine County,93.92,61.92
Minnesota,Pipestone County,96.31,58.54
Minnesota,Polk County,96.9,65.05
Minnesota,Pope County,98.62,69.19
Minnesota,Ramsey County,95.36,63.4
Minnesota,Red Lake County,97.89,70.09
Minnesota,Redwood County,98.39,65.08
Minnesota,Renville County,97.1,64.68
Minnesota,Rice County,94.9,66.6
Minnesota,Rock County,98.22,70.36
Minnesota,Roseau County,95.78,73.02
Minnesota,St. Louis County,95.11,66.37
Minnesota,Scott County,96.96,78.4
Minnesota,Sherburne County,97.62,78.27
Minnesota,Sibley County,97.09,71.35
Minnesota,Stearns County,95.08,69.98
Minnesota,Steele County,96.29,67.38
Minnesota,Stevens County,97.58,72.71
Minnesota,Swift County,96.66,61.82
Minnesota,Todd County,95.76,55.31
Minnesota,Traverse County,95.53,67.53
Minnesota,Wabasha County,96.31,69.83
Minnesota,Wadena County,93.3,51.39
Minnesota,Waseca County,96.4,64.78
Minnesota,Washington County,96.92,79.12
Minnesota,Washington County,96.63,56.92
Minnesota,Wilkin County,95.55,69.99
Minnesota,Winona County,96.72,71.3
Minnesota,Wright County,97.33,78.19
Minnesota,Yellow Medicine County,98.15,63.87
Mississippi,Adams County,90.75,42.17
Mississippi,Alcorn County,93.76,50.44
Mississippi,Amite County,92.91,42.75
Mississippi,Attala County,92.68,49.65
Mississippi,Benton County,97.42,53.41
Mississippi,Bolivar County,92.61,39.93
Mississippi,Calhoun County,96.38,44.72
Mississippi,Carroll County,92.33,50.65
Mississippi,Chickasaw County,96.23,50.96
Mississippi,Choctaw County,90.63,51.05
Mississippi,Claiborne County,89.12,38.49
Mississippi,Clarke County,93.62,52.52
Mississippi,Clay County,91.26,50.94
Mississippi,Coahoma County,87.96,36.32
Mississippi,Copiah County,92.58,50.7
Mississippi,Covington County,94.53,49.46
Mississippi,DeSoto County,95.4,68.59
Mississippi,Forrest County,92.73,51.77
Mississippi,Franklin County,97.94,49.08
Mississippi,George County,87.38,49.67
Mississippi,Greene County,83.5,57.94
Mississippi,Grenada County,94.69,47.21
Mississippi,Hancock County,93.94,55.65
Mississippi,Harrison County,91.23,45.89
Mississippi,Hinds County,90.66,51.71
Mississippi,Holmes County,84.64,32.95
Mississippi,Humphreys County,85.61,31.24
Mississippi,Issaquena County,90.65,25.25
Mississippi,Itawamba County,98.36,54.32
Mississippi,Jackson County,90.71,53.75
Mississippi,Jasper County,96.02,46.48
Mississippi,Jefferson County,90.34,37.58
Mississippi,Jefferson Davis County,93.05,44.62
Mississippi,Jones County,95.19,54.07
Mississippi,Kemper County,84.63,46.62
Mississippi,Lafayette County,95.86,71.85
Mississippi,Lamar County,90.83,57.47
Mississippi,Lauderdale County,95.06,52.4
Mississippi,Lawrence County,87.4,48.03
Mississippi,Leake County,91.7,45.92
Mississippi,Lee County,94.4,60.76
Mississippi,Leflore County,88.55,39.45
Mississippi,Lincoln County,94.75,54.99
Mississippi,Lowndes County,92.23,53.86
Mississippi,Madison County,95.56,70.75
Mississippi,Marion County,90.63,44.23
Mississippi,Marshall County,93.87,48.39
Mississippi,Monroe County,92.35,52.73
Mississippi,Montgomery County,91.9,44.34
Mississippi,Neshoba County,90.78,45.46
Mississippi,Newton County,96.13,51.78
Mississippi,Noxubee County,89.18,38.66
Mississippi,Oktibbeha County,91.53,67.79
Mississippi,Panola County,91.86,45.55
Mississippi,Pearl River County,94.08,54.02
Mississippi,Perry County,92.77,41.85
Mississippi,Pike County,92.9,46.6
Mississippi,Pontotoc County,96.48,55.24
Mississippi,Prentiss County,95.46,57
Mississippi,Quitman County,84.35,31.37
Mississippi,Rankin County,95.32,65.93
Mississippi,Scott County,92.8,47.54
Mississippi,Sharkey County,89.6,38.55
Mississippi,Simpson County,92.98,48.88
Mississippi,Smith County,95.53,51.23
Mississippi,Stone County,93.33,46.85
Mississippi,Sunflower County,89.05,44.46
Mississippi,Tallahatchie County,89.49,38.49
Mississippi,Tate County,94.62,55.6
Mississippi,Tippah County,93.85,49.75
Mississippi,Tishomingo County,95.5,50.65
Mississippi,Tunica County,91.91,40.82
Mississippi,Union County,94.59,56.83
Mississippi,Walthall County,95.25,48.18
Mississippi,Warren County,93.28,51.95
Mississippi,Washington County,89.91,37.68
Mississippi,Wayne County,89.35,49.43
Mississippi,Webster County,94.15,54.45
Mississippi,Wilkinson County,92.31,40.86
Mississippi,Winston County,91.72,46.11
Mississippi,Yalobusha County,93.33,44.44
Mississippi,Yazoo County,87.86,41.66
Missouri,Adair County,94.28,68.71
Missouri,Andrew County,96,71.93
Missouri,Atchison County,96.54,63.34
Missouri,Audrain County,95.01,57.34
Missouri,Barry County,96.67,53.12
Missouri,Barton County,93.32,53.27
Missouri,Bates County,95,59.96
Missouri,Benton County,92.75,50.15
Missouri,Bollinger County,94.48,57.19
Missouri,Boone County,96.49,74.79
Missouri,Buchanan County,95.06,59.65
Missouri,Butler County,93.09,49.58
Missouri,Caldwell County,96.77,58.72
Missouri,Callaway County,94.32,65.55
Missouri,Camden County,95.43,56.8
Missouri,Cape Girardeau County,95.59,69.47
Missouri,Carroll County,93.82,59.69
Missouri,Carter County,96.21,47.21
Missouri,Cass County,95.74,70.48
Missouri,Cedar County,95.22,37.8
Missouri,Chariton County,96.96,64.84
Missouri,Christian County,96.4,65.23
Missouri,Clark County,97.02,54.92
Missouri,Clay County,95.88,72.93
Missouri,Clinton County,96.5,70.49
Missouri,Cole County,96.13,71.66
Missouri,Cooper County,94.34,65.54
Missouri,Crawford County,92.26,51.5
Missouri,Dade County,91.25,50.71
Missouri,Dallas County,95.85,46.81
Missouri,Daviess County,97.67,54.38
Missouri,DeKalb County,97.98,68.87
Missouri,Dent County,94.83,50.66
Missouri,Douglas County,95.83,46.94
Missouri,Dunklin County,92.47,42.41
Missouri,Franklin County,95.61,68.36
Missouri,Gasconade County,98.07,65.2
Missouri,Gentry County,97.21,56.36
Missouri,Greene County,95.94,62.65
Missouri,Grundy County,95.31,51.47
Missouri,Harrison County,96.74,54.26
Missouri,Henry County,94.49,50.93
Missouri,Hickory County,90.88,47.8
Missouri,Holt County,97.34,65.45
Missouri,Howard County,97.1,66.79
Missouri,Howell County,95.55,46.41
Missouri,Iron County,94.6,48.86
Missouri,Jackson County,95.06,64.28
Missouri,Jasper County,95.13,56.82
Missouri,Jefferson County,95.24,68.58
Missouri,Johnson County,95.4,57.93
Missouri,Knox County,95.57,53.23
Missouri,Laclede County,93.63,55.65
Missouri,Lafayette County,97.13,64
Missouri,Lawrence County,92.24,51.37
Missouri,Lewis County,94.71,61.38
Missouri,Lincoln County,95.95,70.33
Missouri,Linn County,98.01,64.62
Missouri,Livingston County,97.51,59.65
Missouri,McDonald County,95.65,44.29
Missouri,Macon County,95.38,58.45
Missouri,Madison County,95.61,49.72
Missouri,Maries County,93.48,55.29
Missouri,Marion County,96.06,61.87
Missouri,Mercer County,96.45,58
Missouri,Miller County,94.11,60
Missouri,Mississippi County,91.72,45.88
Missouri,Moniteau County,95.87,61.39
Missouri,Monroe County,97.97,60.15
Missouri,Montgomery County,97.36,61.99
Missouri,Morgan County,95.9,41.47
Missouri,New Madrid County,93.35,47.09
Missouri,Newton County,95.12,56.79
Missouri,Nodaway County,97.41,70.9
Missouri,Oregon County,95.88,39.08
Missouri,Osage County,98.25,75.96
Missouri,Ozark County,95.68,45.5
Missouri,Pemiscot County,88.74,40.08
Missouri,Perry County,95.64,69.48
Missouri,Pettis County,95.21,54.61
Missouri,Phelps County,95.49,61.25
Missouri,Pike County,95.35,62.19
Missouri,Platte County,96.61,77.05
Missouri,Polk County,97.51,52.99
Missouri,Pulaski County,95.16,38.52
Missouri,Putnam County,94.51,51.88
Missouri,Ralls County,94.76,65.82
Missouri,Randolph County,95.58,58.6
Missouri,Ray County,96.64,66.41
Missouri,Reynolds County,92.08,50.8
Missouri,Ripley County,95.01,44.25
Missouri,St. Charles County,97,80.94
Missouri,St. Clair County,96.54,49.48
Missouri,Ste. Genevieve County,95.52,71.47
Missouri,St. Francois County,95.74,58.11
Missouri,St. Louis County,95.47,71.85
Missouri,Saline County,97.11,63.65
Missouri,Schuyler County,98.34,54.03
Missouri,Scotland County,97.76,45.27
Missouri,Scott County,96.1,54.59
Missouri,Shannon County,95.76,42.93
Missouri,Shelby County,98.15,56.37
Missouri,Stoddard County,94.67,48.31
Missouri,Stone County,92.28,57.14
Missouri,Sullivan County,97.85,60.06
Missouri,Taney County,95.46,51.57
Missouri,Texas County,93.62,43.66
Missouri,Vernon County,96.14,54.44
Missouri,Warren County,95.98,66.03
Missouri,Washington County,92.83,48.26
Missouri,Wayne County,92.09,41.54
Missouri,Webster County,94.91,54.14
Missouri,Worth County,97.93,61.44
Missouri,Wright County,93.73,42.65
Missouri,St. Louis city,94.15,58.05
Montana,Beaverhead County,96.68,58.04
Montana,Big Horn County,86.63,31.28
Montana,Blaine County,87.22,37.17
Montana,Broadwater County,89.87,60.12
Montana,Carbon County,95.45,61.04
Montana,Carter County,97.72,47.78
Montana,Cascade County,96.31,48.5
Montana,Chouteau County,95.95,48.81
Montana,Custer County,96.62,57.88
Montana,Daniels County,98.64,71.46
Montana,Dawson County,97.36,66.65
Montana,Deer Lodge County,96.32,49.41
Montana,Fallon County,99.87,71.22
Montana,Fergus County,96.99,57.05
Montana,Flathead County,95.96,57.37
Montana,Gallatin County,97.64,72.07
Montana,Garfield County,100,60.99
Montana,Glacier County,93.73,23.02
